tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-17,1995-04-10,02092,CAPITAL FEDERAL Nº 092,Ciudad Autónoma de Bs.As.,Nacional,1995,20,PICK-UP,19,FORD,17,F-150 DIESEL,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,No aplica,1976,No aplica,100,02,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-29,1998-01-02,02092,CAPITAL FEDERAL Nº 092,Ciudad Autónoma de Bs.As.,Nacional,1997,17,SEDAN 5 PTAS,19,FORD,63,ESCORT CLX 1.8 451,1,Privado,Física,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,No identificado,1945,ESPAÑA,100,02,ESP
COMUNICACIÓN DE RECUPERO,2021-03-22,2010-11-16,02093,CAPITAL FEDERAL Nº 093,Ciudad Autónoma de Bs.As.,Protocolo 21,2010,02,SEDAN 4 PTAS,024,CHEVROLET,420,VECTRA CD 2.4 A/T,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,No aplica,1993,No aplica,100,02,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-16,1999-11-26,02094,CAPITAL FEDERAL Nº 094,Ciudad Autónoma de Bs.As.,Nacional,1999,22,FURGON,37,RENAULT,EF,KANGOO RL EXPRESS DIE DA,1,Privado,Física,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,Masculino,1980,PARAGUAY,100,02,PRY
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-25,1998-01-09,02094,CAPITAL FEDERAL Nº 094,Ciudad Autónoma de Bs.As.,Nacional,1998,18,SEDAN 3 PTAS,37,RENAULT,BS,CLIO RN 3 PTAS PACK AA,1,Privado,Física,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,Femenino,1979,ARGENTINA,100,02,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-25,2013-04-04,02094,CAPITAL FEDERAL Nº 094,Ciudad Autónoma de Bs.As.,Nacional,2013,17,SEDAN 5 PUERTAS,07,CITROEN,AM,BERLINGO MULTISPACE 1-4I X AM53,2,Público,Física,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,Masculino,1971,ARGENTINA,100,02,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-26,2009-02-12,02094,CAPITAL FEDERAL Nº 094,Ciudad Autónoma de Bs.As.,Nacional,2009,12,SEDAN 4 PTAS,19,FORD,VF,FOCUSEXE GHIA 2.0L NAFTA,1,Privado,Física,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,Femenino,1989,ARGENTINA,100,02,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-26,1998-04-23,02094,CAPITAL FEDERAL Nº 094,Ciudad Autónoma de Bs.As.,Protocolo 21,1998,05,SEDAN 5 PTAS,136,VOLKSWAGEN,202,GOL GL 1.6 MI,1,Privado,Física,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,Masculino,1996,ARGENTINA,100,02,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-17,1992-04-24,02095,CAPITAL FEDERAL Nº 095,Ciudad Autónoma de Bs.As.,Nacional,1992,11,SEDAN 2 PTAS,17,FIAT,66,SPAZIO T,1,Privado,Física,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,No identificado,1952,ARGENTINA,100,02,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-22,2013-10-21,02095,CAPITAL FEDERAL Nº 095,Ciudad Autónoma de Bs.As.,Importado,2013,05,SEDAN 5 PUERTAS,G89,CHERY,007,QQ LIGHT,1,Privado,Física,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,Femenino,1972,ARGENTINA,100,02,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-12,2011-04-29,02096,CAPITAL FEDERAL Nº 096,Ciudad Autónoma de Bs.As.,Protocolo 21,2010,22,SEDAN 3 PTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,Femenino,1987,ARGENTINA,100,02,ARG
COMUNICACIÓN DE RECUPERO,2021-03-02,2015-09-15,02097,CAPITAL FEDERAL Nº 097,Ciudad Autónoma de Bs.As.,Nacional,2015,12,SEDAN 4 PUERTAS,37,RENAULT,1H,FLUENCE PH2 2.0 LUXE,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,No aplica,1995,No aplica,100,02,
COMUNICACIÓN DE RECUPERO,2021-03-25,2010-07-27,02097,CAPITAL FEDERAL Nº 097,Ciudad Autónoma de Bs.As.,Nacional,2010,17,SEDAN 5 PTAS,34,PEUGEOT,JU,207 COMPACT XS 1.9D 5P,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,No aplica,1995,No aplica,100,02,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-29,2010-12-27,02097,CAPITAL FEDERAL Nº 097,Ciudad Autónoma de Bs.As.,Protocolo 21,2009,17,CHASIS C/CABINA,092,MERCEDES BENZ,844,L-1624,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,No aplica,2003,No aplica,100,02,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-31,2017-05-05,02097,CAPITAL FEDERAL Nº 097,Ciudad Autónoma de Bs.As.,Protocolo 21,2017,17,CHASIS C/CABINA,047,FORD,086,F-4000 D,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,No aplica,2013,No aplica,100,02,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-10,2008-06-23,02098,CAPITAL FEDERAL Nº 098,Ciudad Autónoma de Bs.As.,Nacional,2008,12,SEDAN 4 PUERTAS,07,CITROEN,48,C4 2.0I SX,1,Privado,Física,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,Masculino,1977,ARGENTINA,100,02,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-05,2014-07-21,02099,CAPITAL FEDERAL Nº 099,Ciudad Autónoma de Bs.As.,Nacional,2014,20,PICK-UP,68,TOYOTA,70,HILUX 4X2 C/D DX PACK ELECTRICO 2.5 TDI,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,No aplica,1976,No aplica,100,02,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-19,2017-10-02,02099,CAPITAL FEDERAL Nº 099,Ciudad Autónoma de Bs.As.,Protocolo 21,2017,05,SEDAN 5 PUERTAS,104,PEUGEOT,784,208 GT 1.6 THP,1,Privado,Física,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,Masculino,2001,ARGENTINA,100,02,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-16,2001-02-14,02100,CAPITAL FEDERAL Nº 100,Ciudad Autónoma de Bs.As.,Importado,2000,22,SEDAN 3 PUERTAS,136,VOLKSWAGEN,241,NEW BEETLE 2.0L,1,Privado,Física,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,Femenino,1967,ARGENTINA,100,02,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-02,2008-09-22,02101,CAPITAL FEDERAL Nº 101,Ciudad Autónoma de Bs.As.,Importado,2008,02,SEDAN 4 PTAS,011,AUDI,146,A4 1.8 T FSI,1,Privado,Física,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,Masculino,1981,ARGENTINA,100,02,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-01,2017-09-26,02101,CAPITAL FEDERAL Nº 101,Ciudad Autónoma de Bs.As.,Nacional,2017,17,SEDAN 5 PUERTAS,19,FORD,XH,FOCUS 5P 1.6L N MT S,1,Privado,Física,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,Masculino,1992,ARGENTINA,100,02,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-11,2008-09-04,02101,CAPITAL FEDERAL Nº 101,Ciudad Autónoma de Bs.As.,Protocolo 21,2008,02,SEDAN 4 PTAS,112,RENAULT,644,MEGANE II DCI LUXE,1,Privado,Física,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,Femenino,1965,ARGENTINA,100,02,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-31,2012-01-17,02101,CAPITAL FEDERAL Nº 101,Ciudad Autónoma de Bs.As.,Importado,2012,02,SEDAN 4 PTAS,024,CHEVROLET,482,AVEO LS 1.6N MT,1,Privado,Física,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,Masculino,1984,ARGENTINA,100,02,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-31,2011-06-27,02101,CAPITAL FEDERAL Nº 101,Ciudad Autónoma de Bs.As.,Importado,2011,13,FURGON,047,FORD,922,TRANSIT 2.4L 115 T330 TM C/AA,1,Privado,Física,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,No identificado,1996,ARGENTINA,100,02,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-05,2011-09-30,02102,CAPITAL FEDERAL Nº 102,Ciudad Autónoma de Bs.As.,Importado,2011,05,SEDAN 5 PTAS,092,MERCEDES BENZ,965,B180,1,Privado,Jurídica,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,No aplica,1991,No aplica,100,02,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-09,1991-01-15,02102,CAPITAL FEDERAL Nº 102,Ciudad Autónoma de Bs.As.,Nacional,,11,SIN ESPECIFICACION,17,SIN ESPECIFICACION,50,SIN ESPECIFICACION,9,No declarado,Física,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,No identificado,1958,No identificado,100,02,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-10,2018-07-25,02102,CAPITAL FEDERAL Nº 102,Ciudad Autónoma de Bs.As.,Nacional,2018,12,SEDAN 4 PUERTAS,17,FIAT,CJ,CRONOS DRIVE 1.3 MT,1,Privado,Física,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,Femenino,1981,ARGENTINA,100,02,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-23,2021-01-15,02102,CAPITAL FEDERAL Nº 102,Ciudad Autónoma de Bs.As.,Protocolo 21,2021,04,RURAL 5 PUERTAS,136,VOLKSWAGEN,694,T-CROSS HIGHLINE 1.6 MSI 110CV AT,1,Privado,Física,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,Masculino,1966,ARGENTINA,50,02,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-29,2007-10-02,02102,CAPITAL FEDERAL Nº 102,Ciudad Autónoma de Bs.As.,Importado,2007,10,TODO TERRENO,092,MERCEDES BENZ,866,ML 320 CDI 4MATIC,1,Privado,Física,C.AUTONOMA DE BS.AS,CIUDAD AUTÓNOMA DE BUENOS AIRES,Masculino,1961,ARGENTINA,100,02,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-11,2018-06-22,04001,ALTA GRACIA Nº 1,Córdoba,Importado,2018,05,SEDAN 5 PUERTAS,104,PEUGEOT,839,208 ALLURE PLUS 1.6 HDI 92,1,Privado,Física,ALTA GRACIA,CÓRDOBA,Femenino,1977,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-22,2005-12-07,04001,ALTA GRACIA Nº 1,Córdoba,Protocolo 21,2005,11,PICK-UP,024,CHEVROLET,329,S10 2.8 T.I. (CABINA SIMPLE),1,Privado,Física,ALTA GRACIA,CÓRDOBA,No identificado,1989,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-25,2008-04-17,04001,ALTA GRACIA Nº 1,Córdoba,Protocolo 21,2008,22,SEDAN 3 PTAS,047,FORD,815,KA FLY VIRAL 1.0L,1,Privado,Física,ALTA GRACIA,CÓRDOBA,No identificado,1977,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-26,2008-11-19,04001,ALTA GRACIA Nº 1,Córdoba,Nacional,2008,12,SEDAN 4 PTAS,08,CHEVROLET,BZ,CORSA CLASSIC 4 PTAS GLS 1.6N,1,Privado,Física,VILLA PARQUE SANTA ANA,CÓRDOBA,No identificado,1985,No identificado,100,14,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-19,2003-04-02,04002,ARROYITO,Córdoba,Nacional,2003,20,PICK-UP,19,FORD,PC,RANGER XL C/C 4X2 2.8L D/2003,1,Privado,Física,ARROYITO,CÓRDOBA,No identificado,1967,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-05,2007-01-05,04005,CORDOBA Nº 01,Córdoba,Protocolo 21,2007,05,SEDAN 5 PTAS,136,VOLKSWAGEN,348,FOX 1.6,1,Privado,Física,CORDOBA,CÓRDOBA,Masculino,1994,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-08,1998-08-14,04005,CORDOBA Nº 01,Córdoba,Protocolo 21,1998,22,SEDAN 3 PTAS,136,VOLKSWAGEN,202,GOL GL 1.6 MI,1,Privado,Física,CORDOBA,CÓRDOBA,Masculino,1990,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-17,2009-12-16,04005,CORDOBA Nº 01,Córdoba,Protocolo 21,2009,22,SEDAN 3 PTAS,136,VOLKSWAGEN,274,GOL 1.6,1,Privado,Física,CORDOBA,CÓRDOBA,Femenino,1964,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-23,2019-01-28,04005,CORDOBA Nº 01,Córdoba,Nacional,2019,12,SEDAN 4 PUERTAS,17,FIAT,CJ,CRONOS DRIVE 1.3 MT,1,Privado,Física,CORDOBA,CÓRDOBA,Masculino,1975,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-01,2005-10-31,04006,CORDOBA Nº 02,Córdoba,Protocolo 21,2005,22,SEDAN 3 PTAS,044,FIAT,596,PALIO HLX 1.8 MPI 8V,1,Privado,Física,CORDOBA,CÓRDOBA,Masculino,1989,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-11,2009-07-16,04006,CORDOBA Nº 02,Córdoba,Protocolo 21,2009,02,SEDAN 4 PUERTAS,044,FIAT,659,SIENA 1.4 FIRE,1,Privado,Física,CORDOBA,CÓRDOBA,No identificado,1998,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-11,2010-07-28,04006,CORDOBA Nº 02,Córdoba,Protocolo 21,2010,02,SEDAN 4 PUERTAS,024,CHEVROLET,453,CORSA II 1.8L 4P GL AA+DIR GAS,1,Privado,Física,CORDOBA,CÓRDOBA,Masculino,1997,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-16,2013-01-14,04006,CORDOBA Nº 02,Córdoba,Protocolo 21,2013,04,RURAL 5 PTAS,047,FORD,997,ECOSPORT S 1.6L MT N,1,Privado,Física,CORDOBA,CÓRDOBA,Masculino,1964,ARGENTINA,100,14,ARG
COMUNICACIÓN DE RECUPERO,2021-03-04,1994-11-21,04007,CORDOBA Nº 03,Córdoba,Nacional,1994,12,SEDAN 4 PUERTAS,53,VOLKSWAGEN,10,VW SENDA NAFTA,1,Privado,Física,CORDOBA,CÓRDOBA,Masculino,1980,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-23,1998-03-10,04006,CORDOBA Nº 02,Córdoba,Importado,1998,02,SEDAN 4 PUERTAS,024,CHEVROLET,250,VECTRA TURBO DIESEL,1,Privado,Física,CORDOBA,CÓRDOBA,Masculino,1978,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-29,2015-01-06,04006,CORDOBA Nº 02,Córdoba,Nacional,2015,17,SEDAN 5 PUERTAS,34,PEUGEOT,ML,308 ALLURE 1.6N NAV,1,Privado,Física,CORDOBA,CÓRDOBA,Masculino,1964,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-31,2005-09-13,04006,CORDOBA Nº 02,Córdoba,Nacional,2005,12,SEDAN 4 PTAS,08,CHEVROLET,BD,CORSA CLASSIC 4P SUPER 1.6N,1,Privado,Física,CORDOBA,CÓRDOBA,No identificado,1978,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-09,2007-02-21,04007,CORDOBA Nº 03,Córdoba,Nacional,2007,12,SEDAN 4 PUERTAS,08,CHEVROLET,AH,CORSA CLASSIC 4P BASE 1.6N,1,Privado,Física,CORDOBA,CÓRDOBA,Femenino,1994,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-09,2005-08-29,04007,CORDOBA Nº 03,Córdoba,Protocolo 21,2005,05,SEDAN 5 PTAS,027,CITROEN,170,C3 1.6I 16V EXCLUSIVE,1,Privado,Física,CORDOBA,CÓRDOBA,No identificado,1970,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-10,2010-01-29,04007,CORDOBA Nº 03,Córdoba,Nacional,2010,12,SEDAN 4 PUERTAS,08,CHEVROLET,CK,CORSA CLASSIC 4 PTAS GLS 1.4N,1,Privado,Física,CORDOBA,CÓRDOBA,Masculino,1980,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-10,2009-03-09,04007,CORDOBA Nº 03,Córdoba,Nacional,2009,12,SEDAN 4 PTAS,17,FIAT,AR,SIENA ELX 4P 1.4 RSTIII BZ EOBD,1,Privado,Física,CAPITAL,CÓRDOBA,No identificado,1968,No identificado,100,14,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-19,1999-10-04,04007,CORDOBA Nº 03,Córdoba,Nacional,1999,20,PICK-UP,68,TOYOTA,04,HILUX 4X2 CABINA DOBLE DLX,1,Privado,Física,CÓRDOBA,CÓRDOBA,Masculino,1976,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-22,2016-02-04,04007,CORDOBA Nº 03,Córdoba,Importado,2016,05,SEDAN 5 PUERTAS,024,CHEVROLET,533,CRUZE 1.8 LT,1,Privado,Física,CORDOBA,CÓRDOBA,Masculino,1987,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-22,2013-06-13,04007,CORDOBA Nº 03,Córdoba,Protocolo 21,2013,80,PICK-UP CABINA SIMPLE,044,FIAT,700,STRADA WORKING 1.4,1,Privado,Física,CORDOBA,CÓRDOBA,Femenino,1990,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-26,2013-01-22,04007,CORDOBA Nº 03,Córdoba,Nacional,2013,17,SEDAN 5 PTAS,17,FIAT,AY,PALIO (326) ATTRACTIVE 5P 1.4 8V,1,Privado,Física,CORDOBA,CÓRDOBA,Femenino,1979,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-30,1999-08-06,04007,CORDOBA Nº 03,Córdoba,Protocolo 21,1999,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,214,GOL PLUS 1.6D,1,Privado,Física,CORDOBA,CÓRDOBA,Femenino,1979,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-31,1995-12-12,04007,CORDOBA Nº 03,Córdoba,Importado,1995,,SEDAN 5 PTAS,,FORD,,MONDEO GHIA 16V,1,Privado,Física,CORDOBA,CÓRDOBA,Masculino,1987,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-09,1998-03-26,04008,CORDOBA Nº 04,Córdoba,Nacional,1998,12,SEDAN 4 PTAS,37,RENAULT,BY,R 19 RE,1,Privado,Física,CAPITAL,CÓRDOBA,Masculino,1982,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-18,2014-03-31,04008,CORDOBA Nº 04,Córdoba,Nacional,2014,40,TODO TERRENO,68,TOYOTA,87,SW4 4X4 SRV 3.0 TDI 5AT CUERO - A4,1,Privado,Física,CORDOBA,CÓRDOBA,Femenino,1982,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-18,2006-06-05,04008,CORDOBA Nº 04,Córdoba,Nacional,2006,12,SEDAN 4 PTAS,08,CHEVROLET,AH,CORSA CLASSIC 4P BASE 1.6N,1,Privado,Física,CORDOBA,CÓRDOBA,No identificado,1953,ARGENTINA,100,14,ARG
COMUNICACIÓN DE RECUPERO,2021-03-12,2012-01-18,04010,COSQUIN Nº 1,Córdoba,Protocolo 21,2012,05,SEDAN 5 PTAS,044,FIAT,725,UNO 1.4 8V,1,Privado,Física,LA FALDA,CÓRDOBA,Femenino,1979,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-15,2006-05-18,04010,COSQUIN Nº 1,Córdoba,Protocolo 21,2006,11,PICK UP,024,CHEVROLET,391,S10 2.8TDI STD 4X2 CAB.SIMPLE,1,Privado,Física,SANTA MARIA DE PUNILLA,CÓRDOBA,Masculino,1947,ARGENTINA,50,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-25,1998-05-11,04010,COSQUIN Nº 1,Córdoba,Nacional,1997,18,SEDAN 2 PUERTAS,17,FIAT,50,UNO S 3P (CONFORT) 1.4,1,Privado,Física,TANTI,CÓRDOBA,Femenino,1991,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-18,2003-11-26,04011,CRUZ DEL EJE,Córdoba,Nacional,2003,17,SEDAN 5 PTAS,19,FORD,NM,FOCUS GHIA 2.0 5P N,1,Privado,Física,CRUZ DEL EJE,CÓRDOBA,Femenino,1979,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-08,2006-11-02,04014,HERNANDO,Córdoba,Protocolo 21,2006,04,RURAL 5 PTAS,047,FORD,596,ECOSPORT 1.6 L 4X2 XLS,1,Privado,Física,HERNANDO,CÓRDOBA,Femenino,1993,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-22,2017-01-17,04014,HERNANDO,Córdoba,Nacional,2017,20,PICK-UP,53,VOLKSWAGEN,4C,AMAROK DC 2.0L TDI 180 CV 818,1,Privado,Física,PAMPAYASTA SUD,CÓRDOBA,Masculino,1953,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-05,2006-09-05,04016,JESUS MARIA Nº 1,Córdoba,Protocolo 21,2006,05,SEDAN 5 PTAS,047,FORD,583,FIESTA AMBIENTE 5P,1,Privado,Física,COLONIA TIROLESA,CÓRDOBA,Femenino,1969,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-23,2008-02-14,04016,JESUS MARIA Nº 1,Córdoba,Importado,2008,04,RURAL 5 PTAS,136,VOLKSWAGEN,185,SHARAN TDI,1,Privado,Física,LA GRANJA,CÓRDOBA,No identificado,1984,ARGENTINA,50,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-29,2004-07-19,04016,JESUS MARIA Nº 1,Córdoba,Protocolo 21,2004,11,PICK UP,024,CHEVROLET,329,S10 2.8 T.I CABINA SIMPLE,1,Privado,Física,JESUS MARIA,CÓRDOBA,Masculino,1993,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-05,2010-03-22,04018,LABOULAYE,Córdoba,Nacional,2010,17,SEDAN 5 PTAS,34,PEUGEOT,HZ,307 XT 1.6 5P 110 CV,1,Privado,Física,CORDOBA,CÓRDOBA,Masculino,1969,ARGENTINA,100,14,ARG
COMUNICACIÓN DE RECUPERO,2021-03-29,2013-09-10,04022,MINA CLAVERO,Córdoba,Nacional,2013,17,SEDAN 5 PUERTAS,37,RENAULT,UV,KANGOO AUTH.PLUS 1.6 DA AA CD PK 2P,1,Privado,Física,VILLA CURA BROCHERO,CÓRDOBA,Masculino,1945,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-04,1997-10-31,04024,OLIVA,Córdoba,Nacional,1997,14,RURAL 4/5 PUERTAS,19,FORD,67,ESCORT LX 1.8 45B,1,Privado,Física,OLIVA,CÓRDOBA,Masculino,1977,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-12,2010-08-20,04026,RIO CUARTO Nº 1,Córdoba,Protocolo 21,2010,05,SEDAN 5 PTAS,112,RENAULT,712,SANDERO STEPWAY CONFORT 1.6 16V,1,Privado,Física,RIO CUARTO,CÓRDOBA,Femenino,1998,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-02,2009-06-10,04027,RIO SEGUNDO Nº 1,Córdoba,Importado,2009,10,TODO TERRENO,151,JEEP,041,GRAND CHEROKEE LIMITED CRD,1,Privado,Física,PILAR,CÓRDOBA,Masculino,1951,ARGENTINA,100,14,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-04,2011-06-17,04027,RIO SEGUNDO Nº 1,Córdoba,Protocolo 21,2011,05,SEDAN 5 PTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Física,RIO SEGUNDO,CÓRDOBA,Femenino,1995,ARGENTINA,50,14,ARG
