tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-16,2013-04-18,01203,MALVINAS ARGENTINAS Nº 1 (EX. SAN MIGUEL NRO. 4),Buenos Aires,Nacional,2013,12,SEDAN 4 PUERTAS,08,CHEVROLET,DK,CLASSIC 4 PTAS LT SPIRIT 1.4N,1,Privado,Física,INGENIERO PABLO NOGUES,BUENOS AIRES,Femenino,1956,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-25,2007-10-12,01203,MALVINAS ARGENTINAS Nº 1 (EX. SAN MIGUEL NRO. 4),Buenos Aires,Protocolo 21,2007,04,RURAL 5 PTAS,047,FORD,736,ECOSPORT 1.4L TDCI 4X2 XLS MP3,1,Privado,Física,LOS POLVORINES,BUENOS AIRES,Masculino,1988,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-25,2004-05-07,01203,MALVINAS ARGENTINAS Nº 1 (EX. SAN MIGUEL NRO. 4),Buenos Aires,Nacional,2004,12,SEDAN 4 PTAS,08,CHEVROLET,AH,CORSA CLASSIC 4P BASE 1.6N,1,Privado,Física,VILLA DE MAYO,BUENOS AIRES,Femenino,1995,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-30,2019-01-14,01203,MALVINAS ARGENTINAS Nº 1 (EX. SAN MIGUEL NRO. 4),Buenos Aires,Nacional,2019,12,SEDAN 4 PUERTAS,17,FIAT,CJ,CRONOS DRIVE 1.3 MT,1,Privado,Física,INGENIERO ADOLFO SOURDEAUX,BUENOS AIRES,Masculino,1966,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-02,2003-04-25,01204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Protocolo 21,2003,22,SEDAN 3 PTAS,044,FIAT,487,UNO S 1.3,1,Privado,Física,LOS POLVORINES,BUENOS AIRES,No identificado,1971,No identificado,100,06,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-03,2013-01-09,01204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Importado,2013,04,RURAL 5 PTAS,151,JEEP,072,PATRIOT,1,Privado,Física,LOS POLVORINES,BUENOS AIRES,No identificado,1991,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-03,2000-10-11,01204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Nacional,2000,22,FURGON,29,MERCEDES BENZ,AB,SPRINTER 312D/F3000,1,Privado,Física,LOS POLVORINES,BUENOS AIRES,Masculino,1995,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-04,1995-03-10,01204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Nacional,1995,12,SEDAN 4 PTAS,53,VOLKSWAGEN,10,VW SENDA NAFTA,1,Privado,Física,MALVINAS ARGENTINAS,BUENOS AIRES,Masculino,1974,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-08,2005-07-06,01204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Nacional,2005,17,SEDAN 5 PTAS,19,FORD,PV,FOCUS AMBIENTE 5P 1.8L TD,1,Privado,Física,LOS POLVORINES,BUENOS AIRES,Femenino,1991,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-10,1999-07-01,01204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Protocolo 21,1998,11,PICK UP,136,VOLKSWAGEN,219,SAVEIRO CL 1.6MI,1,Privado,Física,GENERAL PACHECO,BUENOS AIRES,Masculino,1971,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-12,2007-11-05,01204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Protocolo 21,2007,04,RURAL 5 PTAS,044,FIAT,612,PALIO ADVENTURE 1.8MPI V8,1,Privado,Física,MALVINAS ARGENTINAS,BUENOS AIRES,No identificado,1970,ARGENTINA,50,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-12,2006-04-06,01204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Nacional,2006,18,SEDAN 3 PTAS,34,PEUGEOT,EH,206 XS 1.6 3P ABS,1,Privado,Física,LOS POLVORINES,BUENOS AIRES,No identificado,1994,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-16,2013-06-26,01204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Nacional,2013,12,SEDAN 4 PUERTAS,08,CHEVROLET,DC,CLASSIC 4 PTAS LS AA + DIR 1.4N,1,Privado,Física,VILLA DE MAYO,BUENOS AIRES,Masculino,1975,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-17,2008-01-10,01204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Nacional,2008,17,SEDAN 5 PTAS,34,PEUGEOT,FX,206 XT PREMIUM 1.6 5P TIPTRONIC,1,Privado,Física,VILLA DE MAYO,BUENOS AIRES,No identificado,1993,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-22,2011-09-30,01204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Protocolo 21,2011,15,TRANSP. DE PASAJEROS,112,RENAULT,736,MASTER PH3 DCI 120 PKLUX,1,Privado,Física,INGENIERO ADOLFO SOURDEAUX,BUENOS AIRES,Femenino,1989,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-22,2005-12-09,01204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Nacional,2005,12,SEDAN 4 PTAS,34,PEUGEOT,ES,PARTNER PATAGONICA 1.9 D,1,Privado,Física,LOS POLVORINES,BUENOS AIRES,No identificado,1968,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-22,1995-02-24,01204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Protocolo 21,1995,05,SEDAN 5 PUERTAS,112,RENAULT,001,CLIO RT,1,Privado,Física,GRAND BOURG,BUENOS AIRES,Masculino,1959,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-23,1996-10-01,01204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Importado,1996,02,SEDAN 4 PUERTAS,104,PEUGEOT,237,306 ST,1,Privado,Física,VILLA DE MAYO,BUENOS AIRES,No identificado,1968,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-30,1997-04-23,01204,MALVINAS ARGENTINAS Nº 2 (EX. SAN MIGUEL NRO. 5),Buenos Aires,Importado,1997,04,RURAL 5 PTAS,024,CHEVROLET,127,ASTRA GLS 1.7 TD,1,Privado,Física,GRAND BOURG,BUENOS AIRES,Masculino,1965,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-29,2012-02-13,01205,SAN FERNANDO Nº 3,Buenos Aires,Nacional,2012,12,SEDAN 4 PTAS,37,RENAULT,WU,RENAULT FLUENCE 2.0 16V LUXE,1,Privado,Física,VIRREYES,BUENOS AIRES,No identificado,1996,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-03,1998-11-13,01206,OLIVOS Nº 07,Buenos Aires,Nacional,1998,18,SEDAN 3 PTAS,17,FIAT,62,PALIO SD (3P),1,Privado,Física,OLIVOS,BUENOS AIRES,Masculino,1976,ARGENTINA,100,06,ARG
COMUNICACIÓN DE RECUPERO,2021-03-04,2011-08-11,01206,OLIVOS Nº 07,Buenos Aires,Protocolo 21,2011,30,FURGONETA,044,FIAT,591,FIORINO FIRE 1242 MPI 8V,1,Privado,Física,VICENTE LOPEZ,BUENOS AIRES,Masculino,1985,ARGENTINA,50,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-05,2005-12-01,01206,OLIVOS Nº 07,Buenos Aires,Protocolo 21,2005,05,SEDAN 5 PTAS,055,HONDA,A19,FIT LX,1,Privado,Física,FLORIDA,BUENOS AIRES,Femenino,1973,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-09,1998-06-26,01206,OLIVOS Nº 07,Buenos Aires,Nacional,1998,12,SEDAN 4 PTAS,08,CHEVROLET,52,CORSA GL 1.6 MPFI 4P C/AA/1998,1,Privado,Física,CASEROS,BUENOS AIRES,Masculino,1976,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-01,2015-10-02,01207,OLIVOS Nº 08,Buenos Aires,Nacional,2015,12,SEDAN 4 PUERTAS,08,CHEVROLET,DX,CLASSIC 4 P LS ABS+AIRBAG 1.4N,1,Privado,Física,VICENTE LOPEZ,BUENOS AIRES,Masculino,1990,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-31,2006-12-12,01207,OLIVOS Nº 08,Buenos Aires,Protocolo 21,2006,05,SEDAN 5 PTAS,027,CITROEN,169,C3 1.4 HDI EXCLUSIVE,1,Privado,Física,FLORIDA,BUENOS AIRES,Masculino,1984,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-08,2013-07-03,01209,BERAZATEGUI Nº 3,Buenos Aires,Importado,2013,05,SEDAN 5 PTAS,047,FORD,908,FIESTA KINETIC DESIGN TITANIUM,1,Privado,Física,BERAZATEGUI,BUENOS AIRES,Masculino,1975,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-09,2019-03-20,01209,BERAZATEGUI Nº 3,Buenos Aires,Importado,2019,04,RURAL 5 PUERTAS,112,RENAULT,A14,DUSTER PH2 PRIVILEGE 2.0,1,Privado,Física,RANELAGH,BUENOS AIRES,Masculino,1981,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-09,2009-08-26,01209,BERAZATEGUI Nº 3,Buenos Aires,Protocolo 21,2009,05,SEDAN 5 PTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Física,BERAZATEGUI,BUENOS AIRES,Femenino,1977,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-12,2016-09-21,01209,BERAZATEGUI Nº 3,Buenos Aires,Nacional,2016,12,SEDAN 4 PUERTAS,08,CHEVROLET,DX,CLASSIC 4 P LS ABS+AIRBAG 1.4N,1,Privado,Física,PLATANOS,BUENOS AIRES,Femenino,1965,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-18,2016-04-14,01209,BERAZATEGUI Nº 3,Buenos Aires,Nacional,2016,12,SEDAN 4 PUERTAS,17,FIAT,AZ,SIENA (F4) EL 1.4 8V,1,Privado,Física,BERAZATEGUI,BUENOS AIRES,No identificado,1961,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-25,1997-05-27,01209,BERAZATEGUI Nº 3,Buenos Aires,Nacional,1997,11,SEDAN 2 PTAS,17,FIAT,50,UNO S 3P (CONFORT) 1.4,1,Privado,Física,HUDSON,BUENOS AIRES,Masculino,1993,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-29,2015-07-31,01209,BERAZATEGUI Nº 3,Buenos Aires,Protocolo 21,2015,04,RURAL 5 PUERTAS,047,FORD,A02,ECOSPORT SE 2.0L MT N,1,Privado,Física,BERAZATEGUI,BUENOS AIRES,Masculino,1974,PERU,100,06,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-29,2013-05-10,01209,BERAZATEGUI Nº 3,Buenos Aires,Nacional,2013,20,PICK-UP,68,TOYOTA,41,HILUX 4X2 CABINA DOBLE SRV 3.0 TDI C/CUERO,1,Privado,Física,RANELAGH,BUENOS AIRES,No identificado,1968,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-01,1997-08-14,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Protocolo 21,1997,30,FURGONETA,044,FIAT,013,FIORINO 1.7 DIESEL,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,Femenino,1978,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-02,2018-07-25,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Protocolo 21,2018,80,PICK-UP CABINA SIMPLE,136,VOLKSWAGEN,307,SAVEIRO 1.6,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,Masculino,2018,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-03,2009-09-30,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,2009,17,SEDAN 5 PUERTAS,34,PEUGEOT,JX,207 COMPACT XS 1.6 5P,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,Masculino,1987,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-03,2005-11-17,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,2005,17,SEDAN 5 PTAS,19,FORD,RM,FOCUS AMBIENTE 5P 1.6L N,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,No identificado,1989,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-08,2000-10-20,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,2000,17,SEDAN 5 PTAS,19,FORD,NT,FOCUS CLX 1.8 5P N,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,Masculino,1995,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-10,2012-04-25,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Protocolo 21,2012,05,SEDAN 5 PTAS,136,VOLKSWAGEN,413,GOL TREND 1.6,1,Privado,Física,NUEVE DE ABRIL,BUENOS AIRES,Masculino,1965,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-10,2011-12-06,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,2011,12,SEDAN 4 PTAS,17,FIAT,AS,SIENA FIRE 4P 1.4MPI 8V,1,Privado,Física,NUEVE DE ABRIL,BUENOS AIRES,No identificado,1979,PARAGUAY,100,06,PRY
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-11,2005-05-09,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Importado,2005,02,SEDAN 4 PTAS,136,VOLKSWAGEN,282,BORA TDI,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,Femenino,1985,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-15,2012-07-27,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,2012,12,SEDAN 4 PUERTAS,37,RENAULT,WS,FLUENCE 1.6 16V CONFORT,1,Privado,Física,NUEVE DE ABRIL,BUENOS AIRES,No identificado,1985,PARAGUAY,100,06,PRY
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-15,2007-02-27,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Protocolo 21,2007,05,SEDAN 5 PTAS,136,VOLKSWAGEN,274,GOL  1.6,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,Masculino,1992,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-16,2020-06-02,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Protocolo 21,2020,04,RURAL 5 PUERTAS,112,RENAULT,B03,CAPTUR LIFE 1.6,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,Femenino,1976,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-17,2008-02-08,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Protocolo 21,2008,02,SEDAN 4 PUERTAS,044,FIAT,659,SIENA 1.4 FIRE,1,Privado,Física,9 DE ABRIL,BUENOS AIRES,Femenino,1956,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-18,2012-03-07,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,2012,12,SEDAN 4 PTAS,07,CITROEN,87,C4 SEDAN 2.0I 16V X,1,Privado,Física,MONTE_GRANDE,BUENOS AIRES,Femenino,1992,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-19,2018-12-12,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Protocolo 21,2018,05,SEDAN 5 PUERTAS,136,VOLKSWAGEN,526,MOVE UP! 1.0 MPI,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,Masculino,1998,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-19,2004-07-06,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Protocolo 21,2004,22,SEDAN 3 PUERTAS,047,FORD,238,KA,1,Privado,Física,MONTE GRANDE - E. ECHEVERRIA,BUENOS AIRES,No identificado,1982,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-22,2015-05-21,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Protocolo 21,2015,04,RURAL 5 PUERTAS,047,FORD,992,ECOSPORT FREESTYLE 1.6L MT N,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,Femenino,1980,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-22,2010-11-23,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,2010,20,PICK-UP,19,FORD,TU,RANGER DC 4X2 XL PLUS 3.0 D,1,Privado,Física,ESTEBAN ECHEVERRIA,BUENOS AIRES,No identificado,1983,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-23,1997-02-07,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,1996,12,SEDAN 4 PTAS,53,VOLKSWAGEN,12,POINTER GL,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,No identificado,1975,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-25,1995-09-25,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Importado,1994,,SEDAN 4 PUERTAS,,RENAULT,,R-9 RL,1,Privado,Física,MONTE GRANDE - E. ECHEVERRIA,BUENOS AIRES,No identificado,1955,No identificado,100,06,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-26,1988-01-08,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,1988,14,RURAL 4/5 PTAS,37,RENAULT,26,R 18 GTX II BR,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,No identificado,1964,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-26,1993-07-29,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,1993,12,SEDAN 4 PTAS,53,VOLKSWAGEN,10,VW SENDA,1,Privado,Física,M.GRANDE/E.ECHEVERRIA,BUENOS AIRES,No identificado,1950,No identificado,100,06,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-26,2013-03-20,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,2013,18,SEDAN 3 PUERTAS,37,RENAULT,YF,CLIO MIO 3P EXPRESSION PACK I,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,No identificado,1970,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-26,2013-04-26,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Protocolo 21,2012,92,TRACTOR C/CABINA DORMITORIO,092,MERCEDES BENZ,759,LS-1634,1,Privado,Física,9 DE ABRIL,BUENOS AIRES,No identificado,1980,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-30,2014-09-26,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Protocolo 21,2014,05,SEDAN 5 PUERTAS,024,CHEVROLET,590,SPIN 1.8 N LTZ M/T,1,Privado,Física,9 DE ABRIL,BUENOS AIRES,Femenino,1968,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-30,2015-09-30,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Protocolo 21,2015,02,SEDAN 4 PUERTAS,112,RENAULT,985,NUEVO LOGAN EXPRESSION 1.6,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,Masculino,1964,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-30,2013-09-25,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,2013,26,CHASIS CON CABINA,29,MERCEDES BENZ,CS,693 VERSION 1720/48,1,Privado,Jurídica,MONTE GRANDE,BUENOS AIRES,No aplica,2009,No aplica,100,06,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-30,2010-08-30,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,2010,17,SEDAN 5 PTAS,53,VOLKSWAGEN,NB,SURAN 1.6L 5D,1,Privado,Física,ESTEBAN ECHEVERRIA,BUENOS AIRES,Masculino,1986,BOLIVIA,100,06,BOL
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-31,2008-04-09,01210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,2008,17,SEDAN 5 PUERTAS,34,PEUGEOT,HU,206 XT 1.9D 5P,1,Privado,Física,MONTE GRANDE,BUENOS AIRES,Masculino,1964,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-03,2013-06-28,01211,QUILMES Nº 6,Buenos Aires,Protocolo 21,2013,05,SEDAN 5 PUERTAS,044,FIAT,732,PUNTO ESSENCE 1.6 16V,1,Privado,Física,SAN FCO. SOLANO,BUENOS AIRES,Femenino,1960,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-05,2005-09-02,01211,QUILMES Nº 6,Buenos Aires,Nacional,2005,12,SEDAN 4 PTAS,37,RENAULT,ND,MEGANE EXPRESION TRIC 16V,1,Privado,Física,DON BOSCO,BUENOS AIRES,Femenino,1994,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-09,2011-08-03,01211,QUILMES Nº 6,Buenos Aires,Nacional,2011,17,SEDAN 5 PUERTAS,19,FORD,VX,FOCUS TREND 1.6L NAFTA,1,Privado,Física,VILLA LA FLORIDA,BUENOS AIRES,No identificado,1974,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-09,2010-05-26,01211,QUILMES Nº 6,Buenos Aires,Nacional,2010,22,FURGON,37,RENAULT,VX,KANGOO CONFORT 1.6 5A CD DA CA SVT 600KG,1,Privado,Física,SAN FCO.SOLANO,BUENOS AIRES,No identificado,1978,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-10,2004-07-29,01211,QUILMES Nº 6,Buenos Aires,Nacional,2004,17,SEDAN 5 PTAS,34,PEUGEOT,DG,206 XTD 5P,1,Privado,Física,QUILMES,BUENOS AIRES,No identificado,1989,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-15,2018-04-23,01211,QUILMES Nº 6,Buenos Aires,Protocolo 21,2018,05,SEDAN 5 PUERTAS,104,PEUGEOT,778,208 ALLURE 1.6,1,Privado,Física,QUILMES,BUENOS AIRES,Masculino,1969,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-16,2009-09-21,01211,QUILMES Nº 6,Buenos Aires,Protocolo 21,2009,02,SEDAN 4 PTAS,104,PEUGEOT,588,207 COMPACT XS 1.9D,1,Privado,Física,BERNAL,BUENOS AIRES,Masculino,1984,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-16,1998-01-06,01211,QUILMES Nº 6,Buenos Aires,Importado,1998,13,FURGON,104,PEUGEOT,183,BOXER 270 CD,1,Privado,Física,QUILMES,BUENOS AIRES,No identificado,1981,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-17,2015-05-18,01211,QUILMES Nº 6,Buenos Aires,Nacional,2015,12,SEDAN 4 PUERTAS,17,FIAT,AZ,SIENA (F4) EL 1.4 8V,1,Privado,Física,SAN FRANCISCO SOLANO,BUENOS AIRES,Masculino,1978,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-17,2007-02-28,01211,QUILMES Nº 6,Buenos Aires,Nacional,2007,17,SEDAN 5 PTAS,19,FORD,RM,FOCUS AMBIENTE 5P 1.6L N,1,Privado,Física,SAN FRANCISCO SOLANO,BUENOS AIRES,No identificado,1993,ARGENTINA,100,06,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2021-03-18,2018-05-23,01211,QUILMES Nº 6,Buenos Aires,Nacional,2018,17,SEDAN 5 PUERTAS,34,PEUGEOT,NY,PARTNER PATAGONICA 1.6 115,1,Privado,Física,QUILMES,BUENOS AIRES,Femenino,1948,ARGENTINA,100,06,ARG
