"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-25","1999-07-28",1135,"LANUS Nº 4","Buenos Aires","Nacional","1999","","SEDAN","08","CHEVROLET","52","CORSA 4 PUERTAS GL A/A Y D/P","1","Privado","Física","LANÚS ESTE","BUENOS AIRES","Masculino","1980","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-11","1998-05-29",1136,"ADROGUE Nº 2","Buenos Aires","Importado","1998","","FURGON VIDRIADO","024","CHEVROLET","302","CORSA COMBO 1.7","1","Privado","Física","RAFAEL CALZADA","BUENOS AIRES","Masculino","1944","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-19","2001-03-16",1136,"ADROGUE Nº 2","Buenos Aires","Nacional","2001","","RURAL 3 PTAS","34","PEUGEOT","05","PARPANDAA","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","Masculino","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-11","1998-06-29",1146,"MERLO Nº 2","Buenos Aires","Protocolo 21","1998","","TRACTOR DE CARRETERA","092","MERCEDES BENZ","282","LS1938","1","Privado","Física","PONTEVEDRA-MERLO-BS.AS.","BUENOS AIRES","No identificado","1963","No identificado",50,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-09","1998-10-15",1147,"LOMAS DE ZAMORA Nº 3","Buenos Aires","Nacional","1998","","SEDAN","08","CHEVROLET","52","CORSA 4P GL 1.6 MPFI C/AA","1","Privado","Física","LOMAS DE ZAMORA","BUENOS AIRES","Masculino","1996","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-17","2010-06-23",1147,"LOMAS DE ZAMORA Nº 3","Buenos Aires","Nacional","2010","","FURGON 800","34","PEUGEOT","KG","PARTNER CONFORT 1.6 HDI","1","Privado","Física","V.ALBERTINA","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-04","1989-03-01",1153,"LA MATANZA Nº 05","Buenos Aires","Nacional","1989","","BERLINA 5 PUERTAS","37","RENAULT","20","RENAULT 11 TS/89","1","Privado","Física","CIUDAD EVITA-LA MATANZA","BUENOS AIRES","Masculino","1963","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-22","2000-11-21",1168,"MORON Nº 06","Buenos Aires","Nacional","2000","","FURGON 3000","29","MERCEDES BENZ","AB","SPRINTER 312D/F3000","1","Privado","Física","HURLINGHAM","BUENOS AIRES","Masculino","1972","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-24","2008-01-09",1183,"OLIVOS Nº 06","Buenos Aires","Nacional","2008","","FURGON 600","34","PEUGEOT","EP","PARTNER FURGON D PLC PRESENCE","1","Privado","Física","VILLA MARTELLI","BUENOS AIRES","Masculino","1953","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-09","1992-11-24",1185,"ADROGUE Nº 3","Buenos Aires","Nacional","1992","","BERLINA 5 PTAS","37","RENAULT","20","RENAULT 11 TS","1","Privado","Física","ADROGUE","BUENOS AIRES","No identificado","1957","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-17","2009-09-02",1185,"ADROGUE Nº 3","Buenos Aires","Nacional","2009","","FURGON VIDRIADO C/AS","37","RENAULT","UT","KANGOO GRAND CONFORT 1.5 DCI 2P","1","Privado","Física","ADROGUE","BUENOS AIRES","No identificado","1976","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-18","1999-10-21",1195,"TIGRE Nº 3","Buenos Aires","Nacional","1999","","SEDAN","08","CHEVROLET","67","CORSA 4 PUERTAS GL 1.7 DIESEL A","1","Privado","Física","TIGRE","BUENOS AIRES","Masculino","1966","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-09","1998-09-29",1200,"SAN MARTIN Nº 6","Buenos Aires","Nacional","1998","","SEDAN","08","CHEVROLET","63","CORSA 4 PTAS. GLS 1.7 DIES","1","Privado","Física","SAN MARTIN","BUENOS AIRES","No identificado","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-01","1992-12-07",1221,"PILAR Nº 2","Buenos Aires","Nacional","1992","","FURGON LARGO","37","RENAULT","86","RENAULT TRAFIC","1","Privado","Física","PILAR","BUENOS AIRES","Masculino","1949","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-17","1968-07-11",1226,"LA MATANZA Nº 09","Buenos Aires","Nacional","1968","","TRANSP DE CARGA","99","MERCEDES BENZ","99","1968","1","Privado","Física","G. CATAN","BUENOS AIRES","Masculino","1965","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-26","1994-05-30",1231,"TRES DE FEBRERO Nº 5","Buenos Aires","Protocolo 21","1994","","SEDAN","055","HONDA","014","ACCORD LX","1","Privado","Física","LOMA HERMOSA","BUENOS AIRES","Masculino","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-05","2000-10-18",1247,"GENERAL RODRIGUEZ Nº 2","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","53","CORSA 4 PUERTAS GLS 16V","1","Privado","Física","GRAL RODRIGUEZ","BUENOS AIRES","Femenino","1940","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-05","1996-03-05",1253,"LA PLATA Nº 13","Buenos Aires","Nacional","1996","","BERLINA 5 PTAS.","3A","RENAULT","H","RENAULT 19 RN INYEC.(BIC)","1","Privado","Física","LA PLATA","BUENOS AIRES","Femenino","1977","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-19","2000-03-22",1266,"MALVINAS ARGENTINAS Nº 3","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","67","CORSA 4 PUERTAS GL 1.7 DIESEL A","1","Privado","Física","GRAND BOURG","BUENOS AIRES","Masculino","1992","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-26","1999-10-01",1271,"JOSE C. PAZ Nº 2","Buenos Aires","Nacional","1999","","FURGON 3000","29","MERCEDES BENZ","90","SPRINTER310D/F3000","1","Privado","Física","JOSE C PAZ","BUENOS AIRES","Masculino","1984","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-08","2009-07-30",1273,"MORENO Nº 4","Buenos Aires","Nacional","2009","","FURGON VIDRIAD ASIEN","37","RENAULT","VX","KANGOO CONFORT 1.6 5A CD DA CA SVT 600 K","1","Privado","Física","ABERASTURI-TRUJUI-MORENO","BUENOS AIRES","No identificado","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-10","2000-04-04",1309,"MERLO Nº 5","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","61","CORSA 4P PTAS. WIND 1.7 D","1","Privado","Física","CIUDAD DE LIBERTAD","BUENOS AIRES","Masculino","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-24","1990-10-22",2024,"CAPITAL FEDERAL Nº 024","Ciudad Autónoma de Bs.As.","Nacional","1990","","SEDAN","19","FORD","33","ESCORT","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1935","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-12","1997-02-20",2042,"CAPITAL FEDERAL Nº 042","Ciudad Autónoma de Bs.As.","Importado","1997","","TRACTOR","","MERCEDES BENZ","","LS1622","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1975","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-26","1994-07-01",2060,"CAPITAL FEDERAL Nº 060","Ciudad Autónoma de Bs.As.","Importado","1994","","AUTOMOVIL","","PEUGEOT","","205 XS","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1997","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-05","2009-11-16",2088,"CAPITAL FEDERAL Nº 088","Ciudad Autónoma de Bs.As.","Nacional","2009","","FURGON VIDRIADO C/AS","33","RENAULT","7V","KANGOO CONFORT 1.6 5A CD DA CA SVT 600 K","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1978","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-24","1991-12-05",2102,"CAPITAL FEDERAL Nº 102","Ciudad Autónoma de Bs.As.","Nacional","1991","","BREAK 4 PUERTAS","37","RENAULT","79","R18 TX BREAK","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1974","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-01","1999-10-21",4006,"CORDOBA Nº 02","Córdoba","Nacional","1999","","SEDAN","08","CHEVROLET","61","CORSA 4 PTAS. WIND 1.7 D","1","Privado","Física","CORDOBA","CORDOBA","Femenino","1947","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-24","2011-02-18",7004,"SARMIENTO","Chubut","Nacional","2011","","CARRETON","82","VULCANO","04","SEM (1+2 EJES)","1","Privado","Física","SARMIENTO","CHUBUT","Masculino","1970","ARGENTINA",100,"26","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-18","1994-07-22",13024,"MENDOZA Nº 15","Mendoza","Importado","1994","","RURAL NAFTERO","","FIAT","","DUNA 1.6 STATION WAGON","1","Privado","Física","DORREGO","MENDOZA","Masculino","1975","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-25","2000-08-24",13031,"MAIPU Nº 1- MENDOZA","Mendoza","Nacional","2000","","BERLINA 4 PTAS.","37","RENAULT","CW","RENAULT 19 RE DIESEL","1","Privado","Física","GENERAL GUTIÉRREZ","MENDOZA","No identificado","1991","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-17","2008-04-30",14010,"POSADAS Nº 3","Misiones","Nacional","2008","","FOURGON COURT TYPE 6","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","POSADAS","MISIONES","Masculino","1980","ARGENTINA",50,"54","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-25","2004-02-27",21038,"ARROYO SECO Nº 1","Santa Fe","Nacional","2004","","SEMIRREMOLQUE PLAZYO","BA","MONTEBRAS","51","S.P.3","1","Privado","Física","ACEBAL","SANTA FE","No identificado","1956","No identificado",100,"82",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-09","1994-02-18",21068,"ROSARIO Nº 17","Santa Fe","Nacional","1994","","FAMILIAR","17","FIAT","76","DUNA WE SCR","1","Privado","Física","ROSARIO","SANTA FE","No identificado","1938","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-09","2001-07-03",21073,"VILLA GOBERNADOR GÁLVEZ","Santa Fe","Nacional","2001","","MICRO-OMNIBUS","29","MERCEDES BENZ","AC","SPRINTER 312D/F3550","1","Privado","Física","VILLA GOBERNADOR GALVEZ","SANTA FE","No identificado","1980","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-05","2009-11-13",1010,"BALCARCE","Buenos Aires","Nacional","2009","20","PICK-UP","68","TOYOTA","21","HILUX 4X2 CABINA SIMPLE DX 2.5 TD","1","Privado","Jurídica","BALCARCE","BUENOS AIRES","No aplica","2002","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-05","2008-01-02",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","2008","05","SEDAN 5 PTAS","127","SUZUKI","706","FUN 1.4","1","Privado","Física","SAN JOSE","BUENOS AIRES","No identificado","1995","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-10","2010-04-22",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2010","17","SEDAN 5 PTAS","34","PEUGEOT","JK","207 COMPACT XS 1.4 5P","1","Privado","Física","ADROGUE","BUENOS AIRES","Masculino","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-23","1995-02-10",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","1995","","RURAL 5 PTAS","","FIAT","","DUNA SD WEEKEND","1","Privado","Física","CLAYPOLE","BUENOS AIRES","Masculino","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-25","2010-09-07",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2010","18","SEDAN 3 PTAS","08","CHEVROLET","CV","CLASSIC 3 PTAS LIFE 1.4N","1","Privado","Física","RAFAEL CALZADA","BUENOS AIRES","Femenino","1965","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-23","2008-02-13",1002,"AMERICA","Buenos Aires","Nacional","2008","22","FURGON 600","34","PEUGEOT","GH","PARTNER FURGON 1.4 N PLC CONFORT","1","Privado","Física","RIVADAVIA","BUENOS AIRES","Masculino","1960","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-03","1996-01-18",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","1996","11","SEDAN 2 PTAS","17","FIAT","66","VIVACE","1","Privado","Física","EZPELETA","BUENOS AIRES","Masculino","2001","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-18","1995-01-26",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","1995","12","SEDAN 4 PTAS","34","PEUGEOT","03","504 XS TF","1","Privado","Física","SARANDÍ","BUENOS AIRES","No identificado","1969","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-19","1999-07-02",1004,"AVELLANEDA Nº 1","Buenos Aires","Protocolo 21","1999","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","214","GOL PLUS 1.6D","1","Privado","Física","SARANDÍ","BUENOS AIRES","Masculino","1980","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-24","2019-10-17",1004,"AVELLANEDA Nº 1","Buenos Aires","Protocolo 21","2019","02","SEDAN 4 PUERTAS","130","TOYOTA","912","ETIOS XLS 1.5 6M/T","1","Privado","Física","AVELLANEDA","BUENOS AIRES","Masculino","1954","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-26","2012-06-26",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","2012","12","SEDAN 4 PTAS","34","PEUGEOT","LE","408 SPORT 163 CV","1","Privado","Física","WILDE","BUENOS AIRES","Masculino","1965","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-04","2000-09-01",1005,"AVELLANEDA Nº 2","Buenos Aires","Importado","2000","30","FURGONETA","104","PEUGEOT","382","EXPERT ST 1,9 D","1","Privado","Física","WILDE,AVELLANEDA","BUENOS AIRES","No identificado","1950","No identificado",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-18","1999-10-27",1005,"AVELLANEDA Nº 2","Buenos Aires","Nacional","1999","22","FURGON","37","RENAULT","EF","KANGOO RL EXPRESS DIE DA","1","Privado","Física","V. DOMINICO","BUENOS AIRES","Femenino","1965","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-25","1999-11-01",1005,"AVELLANEDA Nº 2","Buenos Aires","Protocolo 21","1999","05","SEDAN 5 PTAS","047","FORD","227","FIESTA LX D","1","Privado","Física","VILLA DOMINICO","BUENOS AIRES","No identificado","1991","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-23","1998-01-23",1006,"AYACUCHO","Buenos Aires","Nacional","1998","20","PICK-UP","08","CHEVROLET","49","SILVERADO DLX T.DIESEL M","1","Privado","Física","AYACUCHO","BUENOS AIRES","Masculino","1969","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-03","2006-06-02",1011,"BARADERO","Buenos Aires","Protocolo 21","2006","02","SEDAN 4 PTAS","024","CHEVROLET","357","ASTRA GL 2.0","1","Privado","Física","BARADERO","BUENOS AIRES","No identificado","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-25","2007-06-28",1011,"BARADERO","Buenos Aires","Nacional","2007","17","SEDAN 5 PTAS","08","CHEVROLET","BC","CORSA CLASSIC SW BASE+AC 1.6N","1","Privado","Física","BARADERO","BUENOS AIRES","Masculino","1987","PARAGUAY",100,"06","PRY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-22","2011-02-10",1012,"BOLIVAR","Buenos Aires","Nacional","2011","20","PICK-UP","53","VOLKSWAGEN","MY","AMAROK 2.0L TDI 4X2 1H2","1","Privado","Física","BOLÍVAR","BUENOS AIRES","No identificado","1954","ARGENTINA",100,"06","ARG"
"COMUNICACIÓN DE RECUPERO","2021-02-08","2002-05-14",1022,"CORONEL SUAREZ","Buenos Aires","Nacional","2002","27","ACOPLADO SUP.L","93","SCHELL","03","CAR 101 - 2002","1","Privado","Física","CORONEL SUAREZ","BUENOS AIRES","Masculino","1949","ARGENTINA",100,"06","ARG"
"COMUNICACIÓN DE RECUPERO","2021-02-08","2007-01-10",1022,"CORONEL SUAREZ","Buenos Aires","Nacional","2007","22","FURGON MIXTO 4X1","29","MERCEDES BENZ","AV","SPRINTER 313 CDI/F 3550","1","Privado","Física","CORONEL SUAREZ","BUENOS AIRES","Masculino","1949","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-22","2006-09-01",1024,"CHACABUCO","Buenos Aires","Nacional","2006","17","SEDAN 5 PTAS","19","FORD","NP","FOCUS GHIA 1.8 5P TD","1","Privado","Física","CHACABUCO","BUENOS AIRES","Masculino","1969","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-04","2017-11-08",1025,"CHASCOMUS","Buenos Aires","Nacional","2017","20","PICK-UP","68","TOYOTA","97","HILUX 4X4 D/C DX 2.4 TDI 6 M/T","1","Privado","Física","LEZAMA","BUENOS AIRES","Masculino","1951","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-11","1998-10-26",1025,"CHASCOMUS","Buenos Aires","Nacional","1998","18","SEDAN 3 PTAS","37","RENAULT","CC","CLIO RL DIESEL 3P AA DA","1","Privado","Física","CHASCOMÚS","BUENOS AIRES","Femenino","1974","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-05","2004-06-02",1028,"DOLORES","Buenos Aires","Nacional","2004","17","SEDAN 5 PTAS","34","PEUGEOT","EG","206 XRD CONFORT 5P","1","Privado","Física","DOLORES","BUENOS AIRES","Masculino","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-01","2009-02-24",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Protocolo 21","2009","05","SEDAN 5 PTAS","112","RENAULT","710","SANDERO STEPWAY LUXE 1.6 16V","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","No identificado","1964","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-02","1999-03-18",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","1999","12","SEDAN 4 PTAS","34","PEUGEOT","59","306XRDT4P","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","Femenino","1988","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-02","2005-11-23",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","2005","18","SEDAN 3 PTAS","08","CHEVROLET","BF","CORSA CLASSIC 3P AA+DIR 1.6N","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","Masculino","1989","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-03","2007-01-26",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","2007","17","SEDAN 5 PTAS","37","RENAULT","RS","CLIO CONFORT 1.6","1","Privado","Física","LUIS GUILLÓN","BUENOS AIRES","No identificado","1971","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-04","1995-04-03",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","1995","12","SEDAN 4 PTAS","37","RENAULT","AB","RENAULT 9 RL","1","Privado","Física","LUIS GUILLON","BUENOS AIRES","Femenino","1984","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-08","1996-01-12",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","1996","11","SEDAN 2 PTAS","17","FIAT","50","SPAZIO TR","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","No identificado","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-02-10","1998-02-19",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Importado","1998","10","TODO TERRENO","271","GALLOPER","003","EXCEED INTERCOOLER TURBO","1","Privado","Física","LUIS GUILLON","BUENOS AIRES","No identificado","1959","ARGENTINA",100,"06","ARG"
