"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-07","2011-10-25",1014,"BRANDSEN","Buenos Aires","Protocolo 21","2011","","CAJ.CARG.BARANDA VOLCABLE","063","IVECO","172","DAILY 55C16 PASO 3750","1","Privado","Jurídica","BRANDSEN","BUENOS AIRES","No aplica","1958","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-20","1995-05-10",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","1995","","BREAK 4 PUERTAS","37","RENAULT","AK","R21 RN BREAK M2100 DIESEL/95","1","Privado","Física","LUIS GUILLÓN","BUENOS AIRES","Femenino","1956","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-28","1995-11-24",1030,"FLORENCIO VARELA Nº 1","Buenos Aires","Importado","1995","","BERLINA 5 PTAS","","FORD","","FIESTA CL","1","Privado","Física","FLORENCIO VARELA","BUENOS AIRES","No identificado","1984","PARAGUAY",100,"06","PRY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-13","1990-05-14",1042,"JUNIN Nº 1","Buenos Aires","Nacional","1990","","SEDAN","19","FORD","33","ESCORT","1","Privado","Física","JUNIN","BUENOS AIRES","No identificado","1972","ARGENTINA",100,"06","ARG"
"COMUNICACIÓN DE RECUPERO","2021-01-21","2006-03-03",1043,"LA PLATA Nº 01","Buenos Aires","Nacional","2006","","FURGON VIDRIADO C/AS","34","PEUGEOT","DM","PARTNER FURGON 1.4 N PRESENCE","1","Privado","Jurídica","LA PLATA","BUENOS AIRES","No aplica","2000","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-13","2000-11-09",1045,"LA PLATA Nº 03","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","57","CORSA 4 PUERTAS WIND 1.6 MPFI","1","Privado","Física","LA PLATA","BUENOS AIRES","Masculino","1971","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-19","2006-03-02",1053,"LOMAS DE ZAMORA Nº 1","Buenos Aires","Nacional","2006","","FURGON VIDRIADO CON ASIENTOS","34","PEUGEOT","EP","PARTNER FURGON D PLC PRESENCE/2006","1","Privado","Física","LOMAS DE ZAMORA","BUENOS AIRES","No identificado","1958","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-22","2005-09-28",1078,"LA MATANZA Nº 01","Buenos Aires","Protocolo 21","2005","","FURGON TERMICO","092","MERCEDES BENZ","265","L-1620","1","Privado","Jurídica","SAN JUSTO","BUENOS AIRES","No aplica","1989","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-05","2009-03-06",1118,"QUILMES Nº 2","Buenos Aires","Protocolo 21","2009","","FURGON TERMICO","092","MERCEDES BENZ","172","710","1","Privado","Física","BERNAL","BUENOS AIRES","Femenino","1992","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-19","2009-01-19",1120,"LA MATANZA Nº 03","Buenos Aires","Nacional","2009","","FOURGON COURT TYPE 6","07","CITROEN","20","BERLINGO FURGON 1.9D FULL","1","Privado","Física","VILLA MADERO","BUENOS AIRES","Masculino","1996","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-20","2005-06-29",1128,"SAN MIGUEL Nº 2","Buenos Aires","Nacional","2005","","FURGON VIDRIADO C/ASIENTOS","07","CITROEN","19","BERLINGO FURGON 1.9D PACK","1","Privado","Física","SAN MIGUEL","BUENOS AIRES","Masculino","1992","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-25","1997-07-10",1131,"CAPILLA DEL SEÑOR","Buenos Aires","Nacional","1997","","BERLINA 3PTAS","37","RENAULT","BT","CLIO RN 3PTAS PACK","1","Privado","Física","LOS CARDALES","BUENOS AIRES","Masculino","1995","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-11","1999-02-23",1147,"LOMAS DE ZAMORA Nº 3","Buenos Aires","Importado","1999","","FURGON VIDRIADO","121","SEAT","056","INCA 1.9D","1","Privado","Física","LOMAS DE ZAMORA","BUENOS AIRES","No identificado","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-29","2000-03-21",1147,"LOMAS DE ZAMORA Nº 3","Buenos Aires","Importado","2000","","MINIBUS","104","PEUGEOT","389","BOXER 320M 2.8D","1","Privado","Física","BANFIELD","BUENOS AIRES","Masculino","1963","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-26","2000-03-23",1153,"LA MATANZA Nº 05","Buenos Aires","Nacional","2000","","SEDAN 4 PTAS","08","CHEVROLET","67","CORSA 4 PUERTAS GL 1.7DIESEL A","1","Privado","Física","ISIDRO CASANOVA","BUENOS AIRES","No identificado","1991","PARAGUAY",100,"06","PRY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-19","1998-05-04",1160,"SAN MARTIN Nº 4","Buenos Aires","Nacional","1998","","SEDAN 4 PUERTAS","37","RENAULT","CH","MEGANE RXE ABCP ABS","1","Privado","Física","JOSE L. SUAREZ","BUENOS AIRES","Masculino","1968","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-07","2008-10-15",1171,"ESCOBAR Nº 1","Buenos Aires","Nacional","2008","","UTILITARIO","08","CHEVROLET","BR","CORSA CLASSIC 3 P CARGO 1.6N","1","Privado","Física","GARÍN","BUENOS AIRES","No identificado","1987","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-08","1997-09-11",1173,"BERAZATEGUI Nº 2","Buenos Aires","Nacional","1997","","BERLINA 5 PTAS","37","RENAULT","16","CLIO RL DIEDEL 5 PTAS. DA./97","1","Privado","Física","BERAZATEGUI","BUENOS AIRES","Masculino","1935","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-26","2000-03-20",1178,"LA MATANZA Nº 08","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","67","CORSA 4 PUERTAS GL 1.7 DIESEL A","1","Privado","Física","RAFAEL CASTILLO","BUENOS AIRES","Masculino","1990","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-20","1998-11-12",1186,"MORENO Nº 2","Buenos Aires","Nacional","1998","","SEDAN","08","CHEVROLET","52","CORSA GL 1.6 MPFI 4P C/AA","1","Privado","Física","LA REJA","BUENOS AIRES","No identificado","1977","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-25","2009-09-21",1186,"MORENO Nº 2","Buenos Aires","Nacional","2009","","FURGON 600","34","PEUGEOT","DT","PARTNER FURGON D PLC CONFORT","1","Privado","Física","PASO DEL REY","BUENOS AIRES","Masculino","1984","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-18","2001-06-14",1200,"SAN MARTIN Nº 6","Buenos Aires","Nacional","2001","","RURAL 3 PUERTAS","34","PEUGEOT","05","PARPANDAA","1","Privado","Física","SAN MARTIN","BUENOS AIRES","No identificado","1969","URUGUAY",100,"06","URY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-04","1993-06-11",1218,"MORON Nº 04 (EX. MORON Nº 9)","Buenos Aires","Nacional","1993","","BERLINA 5 PTAS.","37","RENAULT","90","RENAULT 19 RN BIC","1","Privado","Física","ITUZAINGO","BUENOS AIRES","Masculino","1963","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-06","2000-02-18",1225,"SAN MARTIN Nº 7","Buenos Aires","Nacional","2000","","SEDAN","08","CHEVROLET","67","CORSA 4 PUERTAS GL 1.7 DIESEL A","1","Privado","Física","LOMA HERMOSA","BUENOS AIRES","No identificado","1973","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-26","2000-01-14",1226,"LA MATANZA Nº 09","Buenos Aires","Nacional","2000","","RURAL 3 PUERTAS","34","PEUGEOT","AF","PARTNER BRKN","1","Privado","Física","GONZALEZ CATAN","BUENOS AIRES","Masculino","1996","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-05","1990-09-07",1233,"LANUS Nº 7","Buenos Aires","Nacional","1990","","SEDAN","19","FORD","33","ESCORT","1","Privado","Física","LANÚS OESTE","BUENOS AIRES","No identificado","1956","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-11","2011-01-11",1243,"BERAZATEGUI Nº 4","Buenos Aires","Nacional","2011","","FURGON 800","34","PEUGEOT","KG","PARTNER CONFORT 1.6 HDI","1","Privado","Física","RANELAGH","BUENOS AIRES","Masculino","1963","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-27","2007-11-06",1253,"LA PLATA Nº 13","Buenos Aires","Nacional","2007","","FURGON 600","34","PEUGEOT","GK","PARTNER FURGON D CONFORT PLC ABCP","1","Privado","Jurídica","LA PLATA","BUENOS AIRES","No aplica","1996","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-12","2001-09-13",1260,"FLORENCIO VARELA Nº 3","Buenos Aires","Nacional","2001","","SEDAN","08","CHEVROLET","77","CORSA 3 PTAS.WIND 1.6 MPFI","1","Privado","Física","FCIO.VARELA","BUENOS AIRES","Femenino","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-26","2001-05-07",1261,"MARCOS PAZ","Buenos Aires","Nacional","2001","","RURAL 3 PUERTAS","34","PEUGEOT","05","PARPANDAA","1","Privado","Física","MARCOS PAZ","BUENOS AIRES","Masculino","1974","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-19","2007-05-14",1271,"JOSE C. PAZ Nº 2","Buenos Aires","Nacional","2007","","FURGON VIDRIADO C/AS","37","RENAULT","TF","KANGOO EXP GRAND CONFORT 1.9/2007","1","Privado","Física","JOSE C. PAZ","BUENOS AIRES","Femenino","1967","ARGENTINA",20,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-27","2001-01-31",1285,"ESTEBAN ECHEVERRIA Nº 4","Buenos Aires","Importado","2001","","MINIBUS","063","IVECO","131","TURBO DAILY 49.12 VIDRIADO","1","Privado","Física","9 DE ABRIL/E.ECHEVERRIA","BUENOS AIRES","No identificado","1964","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-27","2008-09-09",1293,"PILAR Nº 4","Buenos Aires","Nacional","2008","","FURGON VID C/ASIENTO","37","RENAULT","UR","KANGOO CONFORT 1.5 DCI CD AA DA SVT 1P","1","Privado","Física","DEL VISO","BUENOS AIRES","Masculino","1966","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-29","1999-09-17",1293,"PILAR Nº 4","Buenos Aires","Nacional","1999","","BERLINA 4 PTAS.","37","RENAULT","CK","MEGANE RT TRIC 2.0 / 1999","1","Privado","Física","DEL VISO","BUENOS AIRES","Femenino","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-22","1994-08-08",2060,"CAPITAL FEDERAL Nº 060","Ciudad Autónoma de Bs.As.","Importado","1994","","SEDAN","","RENAULT","","R19RT/1994","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1982","No identificado",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-13","1996-04-02",2080,"CAPITAL FEDERAL Nº 080","Ciudad Autónoma de Bs.As.","Nacional","1996","","BERLINA 4 PUERTAS","37","RENAULT","AV","RENAULT 9 LOSANGE","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","No identificado","1957","No identificado",100,"02",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-21","1999-04-28",2099,"CAPITAL FEDERAL Nº 099","Ciudad Autónoma de Bs.As.","Nacional","1999","","COMBI 3550","29","MERCEDES BENZ","93","SPRINTER310D/C3550","1","Privado","Física","C.AUTONOMA DE BS.AS","C.AUTONOMA DE BS.AS","Masculino","1972","ARGENTINA",100,"02","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-28","2009-11-18",4013,"GENERAL CABRERA","Córdoba","Nacional","2009","","SEMI-ACOPLADO","92","PINCEN","25","STFLA 14,5 2+1E","1","Privado","Jurídica","GENERAL DEHEZA","CORDOBA","No aplica","1973","No aplica",100,"14",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-18","1995-05-23",4035,"CORDOBA Nº 05","Córdoba","Importado","1995","","SEDAN","","FIAT","","TEMPRA 2.0 I.E","1","Privado","Física","B°PATRICIOS","CORDOBA","Masculino","1989","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-26","2008-06-10",4038,"CORDOBA Nº 07","Córdoba","Nacional","2008","","RURAL 5 PUERTAS","53","VOLKSWAGEN","LT","SURAN SDI","1","Privado","Física","CORDOBA","CORDOBA","No identificado","1942","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-22","2004-07-30",4042,"CORDOBA Nº 10","Córdoba","Nacional","2004","","FOURGON COURT TYPE 6","07","CITROEN","19","BERLINGO FURGON 1.9 D PACK","1","Privado","Física","CAPITAL-BºSAN IGNACIO","CORDOBA","Masculino","1989","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-22","1995-01-18",4053,"CORDOBA Nº 13","Córdoba","Nacional","1995","","BERLINA","37","RENAULT","19","RENAULT 11 RL","1","Privado","Física","CORDOBA","CORDOBA","No identificado","1948","ARGENTINA",100,"14","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-25","1995-11-27",13015,"MENDOZA Nº 09","Mendoza","Nacional","1995","","FAMILIAR 5 PTAS","17","FIAT","79","DUNA WE 1,7","1","Privado","Física","LAS HERAS","MENDOZA","Masculino","1966","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-05","2000-10-31",13031,"MAIPU Nº 1- MENDOZA","Mendoza","Nacional","2000","","SEDAN","08","CHEVROLET","67","CORSA 4P GL 1.7 DIESEL A","1","Privado","Física","COQUIMBITO  MAIPU","MENDOZA","No identificado","1965","ARGENTINA",100,"50","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-13","1999-11-24",17003,"ORAN","Salta","Nacional","1999","","SEDAN","08","CHEVROLET","57","CORSA 4 PUERTAS WIND 1.6LTS","1","Privado","Física","ORAN","SALTA","Femenino","1981","ARGENTINA",100,"66","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-20","1993-09-16",21016,"ROSARIO Nº 04","Santa Fe","Nacional","1993","","BERLINA 5 PUERTAS","37","RENAULT","90","19 RN BIC.","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1957","ARGENTINA",100,"82","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-22","2019-07-31",24007,"RIO GRANDE Nº 4","Tierra del Fuego","Importado","2019","04","RURAL 5 PUERTAS","819","JAC","023","S2 1.5 MT INTELLIGENT","1","Privado","Física","RIO GRANDE","T.DEL FUEGO","Femenino","1986","ARGENTINA",50,"94","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-04","2015-09-29",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","2015","04","RURAL 5 PUERTAS","112","RENAULT","A17","DUSTER PH2 EXPRESSION 1.6","1","Privado","Física","SAN JOSE","BUENOS AIRES","Masculino","1945","ITALIA",100,"06","ITA"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-08","2006-03-20",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2006","40","TODO TERRENO","68","TOYOTA","35","HILUX SW4 4X4SRV 3.0TDI A/T C/CUERO","1","Privado","Física","ADROGUE-ALTE. BROWN","BUENOS AIRES","No identificado","1972","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-11","2002-10-30",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2002","17","SEDAN 5 PTAS","34","PEUGEOT","BJ","206 XRD PACK 5P MUX","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","No identificado","1973","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-12","2012-02-17",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2012","12","SEDAN 4 PTAS","08","CHEVROLET","DC","CLASSIC 4 PTAS LS AA+DIR 1.4N","1","Privado","Física","ADROGUE","BUENOS AIRES","Femenino","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-15","2012-10-04",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2012","17","SEDAN 5 PTAS","53","VOLKSWAGEN","TH","SURAN 1.6L 5D 870","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","No identificado","1964","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-18","2008-04-28",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","2008","05","SEDAN 5 PTAS","024","CHEVROLET","451","MERIVA GLS EASYTRONIC 1.8 SOHC","1","Privado","Física","BURZACO","BUENOS AIRES","Masculino","1995","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-19","2013-01-22",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2013","17","SEDAN 5 PUERTAS","34","PEUGEOT","LK","308 ACTIVE 1.6N","1","Privado","Física","RAFAEL CALZADA","BUENOS AIRES","No identificado","1950","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-20","2008-09-25",1001,"ADROGUE Nº 1","Buenos Aires","Importado","2008","02","SEDAN 4 PTAS","011","AUDI","104","A4 2.0 TDI","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","Masculino","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-22","2004-01-26",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2004","12","SEDAN 4 PTAS","08","CHEVROLET","BD","CORSA CLASSIC 4P SUPER 1.6N","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","Femenino","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-25","2003-08-21",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","2003","05","SEDAN 5 PTAS","044","FIAT","571","PALIO SX 1.3 MPI","1","Privado","Física","RAFAEL CALZADA, ALTE BROWN","BUENOS AIRES","No identificado","1962","No identificado",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-26","2015-09-17",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","2015","02","SEDAN 4 PUERTAS","130","TOYOTA","869","COROLLA XLI 1.8 6M/T","1","Privado","Física","ADROGUE","BUENOS AIRES","Femenino","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-29","2007-09-12",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","2007","05","SEDAN 5 PUERTAS","055","HONDA","A95","FIT EX","1","Privado","Física","ADROGUE","BUENOS AIRES","No identificado","1971","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-05","2009-08-04",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","2009","12","SEDAN 4 PTAS","08","CHEVROLET","CK","CORSA CLASSIC 4 PTAS GLS 1.4N","1","Privado","Física","WILDE","BUENOS AIRES","No identificado","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-05","2020-01-03",1004,"AVELLANEDA Nº 1","Buenos Aires","Protocolo 21","2019","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","644","POLO HIGHLINE 1.6 MSI 110CV","1","Privado","Física","AVELLANEDA","BUENOS AIRES","Masculino","1992","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-07","2008-06-19",1004,"AVELLANEDA Nº 1","Buenos Aires","Importado","2008","02","SEDAN 4 PTAS","136","VOLKSWAGEN","365","VOLKSWAGEN VENTO 2.5","1","Privado","Física","AVELLANEDA","BUENOS AIRES","No identificado","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-13","2011-06-09",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","2011","17","SEDAN 5 PTAS","34","PEUGEOT","KH","PARTNER PATAGONICA 1.4","1","Privado","Física","WILDE - AVELANEDA","BUENOS AIRES","No identificado","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-13","2008-09-10",1004,"AVELLANEDA Nº 1","Buenos Aires","Protocolo 21","2008","05","SEDAN 5 PTAS","044","FIAT","663","IDEA ELX 1.4 MPI 8V","1","Privado","Física","WILDE","BUENOS AIRES","Masculino","1976","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-13","2014-07-22",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","2014","12","SEDAN 4 PUERTAS","08","CHEVROLET","DX","CLASSIC 4 P LS ABS+AIRBAG 1.4N","1","Privado","Física","VILLA DOMINICO","BUENOS AIRES","No identificado","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-13","2004-10-27",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","2004","17","SEDAN 5 PTAS","34","PEUGEOT","CK","206 XR PREMIUM 1.6 5P","1","Privado","Física","AVELLANEDA","BUENOS AIRES","Femenino","1984","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-13","1995-09-15",1004,"AVELLANEDA Nº 1","Buenos Aires","Importado","1995","02","SEDAN 4 PTAS","104","PEUGEOT","050","405 GLD","1","Privado","Física","VILLA DOMINICO","BUENOS AIRES","Masculino","1988","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-18","2002-03-15",1004,"AVELLANEDA Nº 1","Buenos Aires","Protocolo 21","2002","22","SEDAN 3 PTAS","136","VOLKSWAGEN","064","GOLF GTI","1","Privado","Física","AVELLANEDA","BUENOS AIRES","No identificado","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-20","2018-07-16",1004,"AVELLANEDA Nº 1","Buenos Aires","Protocolo 21","2018","05","SEDAN 5 PUERTAS","130","TOYOTA","911","ETIOS XLS 1.5 4A/T","1","Privado","Física","SARANDÍ","BUENOS AIRES","Femenino","1961","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-20","2007-10-11",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","2007","12","SEDAN 4 PTAS","34","PEUGEOT","ES","PARTNER PATAGONICA 1.9 D","1","Privado","Física","VILLA DOMINICO-AVELLANEDA","BUENOS AIRES","No identificado","1950","No identificado",50,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-26","2013-01-16",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","2013","17","SEDAN 5 PTAS","08","CHEVROLET","DM","AGILE 5P LT SPIRIT 1.4","1","Privado","Física","WILDE","BUENOS AIRES","No identificado","1976","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-26","2016-01-18",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","2016","17","SEDAN 5 PUERTAS","53","VOLKSWAGEN","XH","SURAN 1.6 5D 060","1","Privado","Física","WILDE","BUENOS AIRES","Femenino","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-08","2008-11-18",1005,"AVELLANEDA Nº 2","Buenos Aires","Protocolo 21","2008","17","CHAS C/CAB C/CAJAVOLCADORA","047","FORD","745","CARGO 1722E AÑO 2008","1","Privado","Jurídica","SARANDI","BUENOS AIRES","No aplica","2018","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-11","2011-06-27",1005,"AVELLANEDA Nº 2","Buenos Aires","Nacional","2011","17","SEDAN 5 PTAS","08","CHEVROLET","CS","AGILE 5P 1.4 LT","1","Privado","Física","SARANDI","BUENOS AIRES","No identificado","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-13","2013-04-17",1005,"AVELLANEDA Nº 2","Buenos Aires","Protocolo 21","2013","05","SEDAN 5 PUERTAS","044","FIAT","726","UNO WAY 1.4 8V","1","Privado","Física","WILDE","BUENOS AIRES","No identificado","1980","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-14","2011-01-25",1005,"AVELLANEDA Nº 2","Buenos Aires","Nacional","2011","22","FURGON","07","CITROEN","77","BERLINGO FURGON 1.6 HDI FULL","1","Privado","Física","GERLI","BUENOS AIRES","Masculino","1987","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-15","2005-11-01",1005,"AVELLANEDA Nº 2","Buenos Aires","Protocolo 21","2005","05","SEDAN 5 PUERTAS","055","HONDA","A18","FIT LX-L","1","Privado","Física","WILDE","BUENOS AIRES","Femenino","1970","ARGENTINA",100,"06","ARG"
