"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-19","2010-07-07",1128,"SAN MIGUEL Nº 2","Buenos Aires","Nacional","2010","18","SEDAN 3 PTAS","37","RENAULT","UJ","CLIO 3 PTAS PACK","1","Privado","Física","MUÑIZ","BUENOS AIRES","Masculino","1991","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-21","2009-03-03",1128,"SAN MIGUEL Nº 2","Buenos Aires","Nacional","2009","12","SEDAN 4 PUERTAS","37","RENAULT","SN","MEGANE TRI 1.6 L PACK","1","Privado","Física","SAN MIGUEL","BUENOS AIRES","Masculino","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-25","2012-11-06",1128,"SAN MIGUEL Nº 2","Buenos Aires","Nacional","2012","17","SEDAN 5 PUERTAS","17","FIAT","AT","PALIO FIRE 5P 1.4 8V BENZ EOBD","1","Privado","Física","SAN MIGUEL","BUENOS AIRES","Masculino","1983","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-25","1993-05-07",1128,"SAN MIGUEL Nº 2","Buenos Aires","Nacional","1993","12","SEDAN 4 PUERTAS","34","PEUGEOT","22","405 SR SC","1","Privado","Física","SAN MIGUEL","BUENOS AIRES","Masculino","1957","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-25","2010-09-09",1128,"SAN MIGUEL Nº 2","Buenos Aires","Nacional","2010","12","SEDAN 4 PUERTAS","08","CHEVROLET","DC","CLASSIC 4 PTAS LS AA+DIR 1.4N","1","Privado","Física","SAN MIGUEL","BUENOS AIRES","Femenino","1970","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-27","2005-05-26",1128,"SAN MIGUEL Nº 2","Buenos Aires","Protocolo 21","2005","05","SEDAN 5 PUERTAS","047","FORD","635","FIESTA 1.6L AMBIENTE PLUS","1","Privado","Física","SAN MIGUEL","BUENOS AIRES","Masculino","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-06","2000-12-28",1130,"GENERAL RODRIGUEZ Nº 1","Buenos Aires","Protocolo 21","2000","22","SEDAN 3 PTAS","044","FIAT","487","UNO S 1.3","1","Privado","Física","GENERAL RODRÍGUEZ","BUENOS AIRES","Masculino","1991","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-08","2013-11-15",1130,"GENERAL RODRIGUEZ Nº 1","Buenos Aires","Nacional","2013","12","SEDAN 4 PUERTAS","08","CHEVROLET","DS","CLASSIC 4P LT PACK 1.4N","1","Privado","Física","RAFAEL CASTILLO","BUENOS AIRES","Femenino","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-11","2012-06-01",1130,"GENERAL RODRIGUEZ Nº 1","Buenos Aires","Importado","2012","02","SEDAN 4 PTAS","024","CHEVROLET","573","AVEO G3 LT 1.6N M/T","1","Privado","Física","VILLA VENGOCHEA","BUENOS AIRES","Masculino","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-13","2015-01-27",1130,"GENERAL RODRIGUEZ Nº 1","Buenos Aires","Nacional","2015","20","PICK-UP","19","FORD","YC","RANGER2 DC 4X4 XLS 3.2L DSL","1","Privado","Física","GENERAL RODRÍGUEZ","BUENOS AIRES","Masculino","1971","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-14","2009-02-26",1130,"GENERAL RODRIGUEZ Nº 1","Buenos Aires","Importado","2009","02","SEDAN 4 PTAS","136","VOLKSWAGEN","356","PASSAT 2.0 TDI","1","Privado","Física","GENERAL RODRIGUEZ","BUENOS AIRES","Femenino","1973","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-20","2006-11-30",1130,"GENERAL RODRIGUEZ Nº 1","Buenos Aires","Nacional","2006","17","SEDAN 5 PTAS","34","PEUGEOT","FZ","206 PREMIUM 1.6 5P","1","Privado","Física","GENERAL RODRIGUEZ","BUENOS AIRES","Masculino","1990","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-25","2008-01-18",1130,"GENERAL RODRIGUEZ Nº 1","Buenos Aires","Protocolo 21","2008","05","SEDAN 5 PTAS","044","FIAT","592","UNO FIRE 1242 MPI 8V","1","Privado","Física","GENERAL RODRIGUEZ","BUENOS AIRES","Femenino","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-21","2005-02-15",1131,"CAPILLA DEL SEÑOR","Buenos Aires","Protocolo 21","2005","05","SEDAN 5 PTAS","044","FIAT","592","UNO FIRE 1242 MPI 8V","1","Privado","Física","CAPILLA DEL SEÑOR","BUENOS AIRES","Femenino","1990","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-25","2012-09-27",1131,"CAPILLA DEL SEÑOR","Buenos Aires","Protocolo 21","2012","05","SEDAN 5 PTAS","136","VOLKSWAGEN","463","GOL 1.4 L","1","Privado","Física","LOS CARDALES","BUENOS AIRES","Femenino","1984","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-27","2011-02-15",1131,"CAPILLA DEL SEÑOR","Buenos Aires","Nacional","2011","20","PICK-UP","53","VOLKSWAGEN","PA","AMAROK 2.0L TDI 122 CV ST7","1","Privado","Física","ARROYO DE LA CRUZ","BUENOS AIRES","Masculino","1952","BOLIVIA",100,"06","BOL"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-05","2008-09-30",1133,"SAN MIGUEL Nº 3","Buenos Aires","Nacional","2008","17","SEDAN 5 PTAS","53","VOLKSWAGEN","LX","SURAN","1","Privado","Física","BELLA VISTA","BUENOS AIRES","No identificado","1988","CUBA",100,"06","CUB"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-07","1998-01-08",1133,"SAN MIGUEL Nº 3","Buenos Aires","Nacional","1998","17","SEDAN 5 PTAS","19","FORD","62","ESCORT LX 1.8 5P. D 45B","1","Privado","Física","BELLA VISTA","BUENOS AIRES","No identificado","1957","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-08","2006-03-27",1133,"SAN MIGUEL Nº 3","Buenos Aires","Nacional","2006","12","SEDAN 4 PTAS","08","CHEVROLET","BD","CORSA CLASSIC 4P SUPER 1.6 N","1","Privado","Física","BELLA VISTA","BUENOS AIRES","Femenino","1990","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-14","2003-08-13",1133,"SAN MIGUEL Nº 3","Buenos Aires","Nacional","2003","12","SEDAN 4 PTAS","74","SEAT","25","CORDOBA 1.9 TDI","1","Privado","Física","BELLA VISTA","BUENOS AIRES","No identificado","1988","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-14","2009-09-17",1133,"SAN MIGUEL Nº 3","Buenos Aires","Nacional","2009","12","SEDAN 4 PTAS","37","RENAULT","VL","RENAULT SYMBOL LUXE 1.6 16V","1","Privado","Física","BELLA VISTA","BUENOS AIRES","No identificado","1991","PERU",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-19","2017-05-23",1133,"SAN MIGUEL Nº 3","Buenos Aires","Protocolo 21","2017","04","RURAL 5 PUERTAS","044","FIAT","824","WEEKEND ADVENTURE 1.6 16V","1","Privado","Física","BELLA VISTA","BUENOS AIRES","Masculino","1954","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-20","2008-04-25",1133,"SAN MIGUEL Nº 3","Buenos Aires","Importado","2008","04","RURAL 5 PTAS","136","VOLKSWAGEN","324","SHARAN 1.8 T","1","Privado","Física","BELLA VISTA","BUENOS AIRES","No identificado","1986","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-25","2001-08-01",1133,"SAN MIGUEL Nº 3","Buenos Aires","Protocolo 21","2001","22","SEDAN 3 PTAS","047","FORD","238","KA","1","Privado","Física","BELLA VISTA","BUENOS AIRES","No identificado","1990","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-04","2012-01-03",1134,"LANUS Nº 3","Buenos Aires","Protocolo 21","2012","81","PICK-UP CABINA Y MED","044","FIAT","714","STRADA ADVENTURE 1.6","1","Privado","Física","MONTE CHINGOLO","BUENOS AIRES","Masculino","1971","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-07","2004-04-20",1134,"LANUS Nº 3","Buenos Aires","Nacional","2004","20","PICK-UP","19","FORD","PC","RANGER XL C/C 4X2 2.8L D","1","Privado","Física","C.AUTONOMA DE BS.AS","BUENOS AIRES","Masculino","1961","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-12","2007-12-18",1134,"LANUS Nº 3","Buenos Aires","Protocolo 21","2007","22","SEDAN 3 PTAS","136","VOLKSWAGEN","274","GOL 1.6","1","Privado","Física","MONTE CHINGOLO","BUENOS AIRES","Masculino","1988","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-18","2014-03-27",1134,"LANUS Nº 3","Buenos Aires","Protocolo 21","2014","04","RURAL 5 PUERTAS","112","RENAULT","929","DUSTER CONFORT 1.6 4X2 ABS","1","Privado","Física","LANÚS ESTE","BUENOS AIRES","Masculino","1974","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-19","2011-08-01",1134,"LANUS Nº 3","Buenos Aires","Importado","2011","05","SEDAN 5 PTAS","047","FORD","908","FIESTA KINETIC DESIGN TITANIUM","1","Privado","Física","MONTE CHINGOLO","BUENOS AIRES","Femenino","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-19","2007-06-22",1134,"LANUS Nº 3","Buenos Aires","Nacional","2007","12","SEDAN 4 PTAS","34","PEUGEOT","GA","307 XS 1.6 4P 110 CV","1","Privado","Física","LANUS ESTE","BUENOS AIRES","Masculino","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-20","2005-06-21",1134,"LANUS Nº 3","Buenos Aires","Nacional","2005","17","SEDAN 5 PTAS","08","CHEVROLET","BE","CORSA II 5P GL AA+DIR GAS 1.8","1","Privado","Física","MONTE CHINGOLO","BUENOS AIRES","Femenino","1976","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-21","2020-08-19",1134,"LANUS Nº 3","Buenos Aires","Protocolo 21","2019","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","637","POLO COMFORTLINE 1.6 MSI 110CV","1","Privado","Física","GERLI","BUENOS AIRES","Masculino","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-25","2014-06-24",1134,"LANUS Nº 3","Buenos Aires","Nacional","2014","17","SEDAN 5 PUERTAS","19","FORD","XH","FOCUS 5P 1.6L N MT S","1","Privado","Física","LANUS ESTE","BUENOS AIRES","Masculino","1974","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-25","2004-07-19",1134,"LANUS Nº 3","Buenos Aires","Nacional","2004","20","PICK-UP","19","FORD","PC","RANGER XL C/C 4X2 2.8L D","1","Privado","Física","LANUS OESTE","BUENOS AIRES","Masculino","1992","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-25","2015-03-17",1134,"LANUS Nº 3","Buenos Aires","Nacional","2015","17","SEDAN 5 PUERTAS","53","VOLKSWAGEN","XH","SURAN 1.6 5D 060","1","Privado","Física","LANÚS ESTE","BUENOS AIRES","Masculino","1998","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-29","2016-07-15",1134,"LANUS Nº 3","Buenos Aires","Nacional","2016","17","SEDAN 5 PUERTAS","19","FORD","XE","FOCUS 5P 2.0L N AT TITANIUM","1","Privado","Física","LANÚS ESTE","BUENOS AIRES","Femenino","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-05","1998-04-17",1135,"LANUS Nº 4","Buenos Aires","Nacional","1998","17","SEDAN 5 PTAS","37","RENAULT","24","CLIO RL DIESEL 5 PTAS.DA/1998","1","Privado","Física","LANUS ESTE","BUENOS AIRES","No identificado","1968","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-06","2007-07-12",1135,"LANUS Nº 4","Buenos Aires","Importado","2007","05","SEDAN 5 PTAS","011","AUDI","098","A3 SPORTBACK 1.6","1","Privado","Física","LANUS","BUENOS AIRES","Masculino","2000","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-06","2005-07-29",1135,"LANUS Nº 4","Buenos Aires","Protocolo 21","2005","17","CHASIS C/CABINA","063","IVECO","119","DAILY 35.10","1","Privado","Física","LANUS","BUENOS AIRES","No identificado","1989","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-11","2017-04-27",1135,"LANUS Nº 4","Buenos Aires","Nacional","2017","17","SEDAN 5 PUERTAS","17","FIAT","AY","PALIO (326) ATTRACTIVE 5P 1.4 8V","1","Privado","Física","MONTE CHINGOLO","BUENOS AIRES","Masculino","1991","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-15","2012-05-23",1135,"LANUS Nº 4","Buenos Aires","Nacional","2012","22","FURGON","37","RENAULT","UL","KANGOO CONFORT 1.6 CD SVT 1PL","1","Privado","Física","MONTE CHINGOLO","BUENOS AIRES","Masculino","1995","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-18","2012-04-11",1135,"LANUS Nº 4","Buenos Aires","Nacional","2012","12","SEDAN 4 PUERTAS","17","FIAT","AS","SIENA FIRE 4P 1.4MPI 8V","1","Privado","Física","MONTE CHINGOLO","BUENOS AIRES","Masculino","1947","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-19","2015-01-20",1135,"LANUS Nº 4","Buenos Aires","Protocolo 21","2015","30","FURGONETA","044","FIAT","810","NUEVO FIORINO 1.4 8V","1","Privado","Física","GERLI","BUENOS AIRES","Masculino","1992","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-25","2008-11-06",1135,"LANUS Nº 4","Buenos Aires","Protocolo 21","2008","22","SEDAN 3 PTAS","047","FORD","818","KA TOP PULSE1.6L","1","Privado","Física","LANUS ESTE","BUENOS AIRES","Masculino","1995","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-25","2007-08-03",1135,"LANUS Nº 4","Buenos Aires","Nacional","2007","17","SEDAN 5 PTAS","34","PEUGEOT","FD","307 XS 1.6 5P 110CV","1","Privado","Física","LANUS ESTE","BUENOS AIRES","Masculino","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-27","2018-02-08",1135,"LANUS Nº 4","Buenos Aires","Nacional","2018","22","FURGON","37","RENAULT","ZF","KANGOO PH3 CONFORT 1.6 5ASIENTOS 2P","1","Privado","Física","LANUS","BUENOS AIRES","Masculino","1972","CHINA",100,"06","CHN"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-29","1996-03-01",1135,"LANUS Nº 4","Buenos Aires","Importado","1996","","SEDAN 4 PTAS","","PEUGEOT","","306 STD","1","Privado","Física","LANUS","BUENOS AIRES","No identificado","1983","PARAGUAY",100,"06","PRY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-04","2017-08-09",1136,"ADROGUE Nº 2","Buenos Aires","Protocolo 21","2017","04","RURAL 5 PUERTAS","112","RENAULT","A14","DUSTER PH2 PRIVILEGE 2.0","1","Privado","Física","ADROGUÉ","BUENOS AIRES","Femenino","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-04","2000-10-25",1136,"ADROGUE Nº 2","Buenos Aires","Nacional","2000","17","SEDAN 5 PUERTAS","34","PEUGEOT","13","206XRN5PK","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","Masculino","1981","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-05","2014-07-08",1136,"ADROGUE Nº 2","Buenos Aires","Protocolo 21","2014","04","RURAL 5 PUERTAS","047","FORD","998","ECOSPORT SE 1.6L MT N","1","Privado","Física","ADROGUE","BUENOS AIRES","Femenino","1963","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-19","1994-08-30",1136,"ADROGUE Nº 2","Buenos Aires","Importado","1994","05","SEDAN 4 PUERTAS","044","FIAT","087","TIPO 1.6 SX","1","Privado","Física","BURZACO PDO DE A. BROWN","BUENOS AIRES","Masculino","1992","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-21","2014-05-26",1136,"ADROGUE Nº 2","Buenos Aires","Nacional","2014","20","PICK-UP","19","FORD","WT","RANGER2 DC 4X4 LTD MT 3.2L D","1","Privado","Física","ADROGUE","BUENOS AIRES","Femenino","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-22","2012-06-27",1136,"ADROGUE Nº 2","Buenos Aires","Importado","2012","05","SEDAN 5 PTAS","104","PEUGEOT","618","207 GTI 156 CV","1","Privado","Física","SAN JOSE","BUENOS AIRES","Masculino","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-26","2013-08-30",1136,"ADROGUE Nº 2","Buenos Aires","Protocolo 21","2013","22","SEDAN 3 PUERTAS","024","CHEVROLET","639","CELTA LS 1.4N AA+DIR","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","Masculino","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-27","2014-01-14",1136,"ADROGUE Nº 2","Buenos Aires","Nacional","2014","17","SEDAN 5 PUERTAS","34","PEUGEOT","ML","308 ALLURE 1.6N NAV","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","Femenino","1964","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-28","1999-11-25",1136,"ADROGUE Nº 2","Buenos Aires","Nacional","1999","22","FURGON","37","RENAULT","EF","KANGOO RL EXPRESS DIE DA","1","Privado","Física","JOSE MARMOL","BUENOS AIRES","Femenino","1987","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-07","1998-03-20",1137,"OLIVOS Nº 03","Buenos Aires","Nacional","1998","22","FURGON 3000","29","MERCEDES BENZ","90","SPRINTER 310 D / F3000","1","Privado","Física","CARAPACHAY","BUENOS AIRES","Masculino","1988","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-21","1992-04-07",1137,"OLIVOS Nº 03","Buenos Aires","Importado","1992","","SEDAN 4 PTAS","","FIAT","","DUNA SL 1.6","1","Privado","Física","OLIVOS","BUENOS AIRES","Masculino","1941","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-14","2001-07-06",1140,"SAN ISIDRO Nº 04","Buenos Aires","Nacional","2001","18","SEDAN 3 PUERTAS","34","PEUGEOT","20","206XSN3DABLA","1","Privado","Física","BECCAR","BUENOS AIRES","Masculino","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-19","2011-06-06",1140,"SAN ISIDRO Nº 04","Buenos Aires","Protocolo 21","2011","22","SEDAN 3 PTAS","047","FORD","815","KA FLY VIRAL 1.0L","1","Privado","Física","SAN ISIDRO","BUENOS AIRES","Femenino","1988","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-20","2006-07-19",1140,"SAN ISIDRO Nº 04","Buenos Aires","Protocolo 21","2006","16","CHASIS C/CAB C/PORTAVOLQUETE","092","MERCEDES BENZ","730","OF-1417","1","Privado","Física","BECCAR","BUENOS AIRES","Femenino","1989","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-20","1998-02-23",1140,"SAN ISIDRO Nº 04","Buenos Aires","Nacional","1998","20","PICK-UP","68","TOYOTA (030)","02","HILUX 4X2 CAB SIMPLE DLX (022)","1","Privado","Física","SAN ISIDRO","BUENOS AIRES","Masculino","1969","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-12","2017-07-18",1141,"TIGRE Nº 2","Buenos Aires","Protocolo 21","2017","02","SEDAN 4 PUERTAS","112","RENAULT","986","NUEVO LOGAN PRIVILEGE 1.6 16V","1","Privado","Física","DON TORCUATO","BUENOS AIRES","Masculino","1959","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-26","1998-05-22",1141,"TIGRE Nº 2","Buenos Aires","Nacional","1998","17","SEDAN 5 PTAS","37","RENAULT","BW","MEGANE RT","1","Privado","Física","DON TORCUATO","BUENOS AIRES","No identificado","1987","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-05","2012-09-19",1144,"QUILMES Nº 3","Buenos Aires","Protocolo 21","2012","05","SEDAN 5 PUERTAS","G89","CHERY","004","FACE","1","Privado","Física","QUILMES","BUENOS AIRES","Femenino","1967","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-21","2017-08-22",1144,"QUILMES Nº 3","Buenos Aires","Importado","2017","04","RURAL 5 PUERTAS","G89","CHERY","046","TIGGO 3 1.6 LUXURY CVT","1","Privado","Física","QUILMES","BUENOS AIRES","Femenino","1967","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-27","2010-09-30",1144,"QUILMES Nº 3","Buenos Aires","Nacional","2010","20","PICK-UP","53","VOLKSWAGEN","MT","AMAROK 2.0L TDI 4X4 1H0","1","Privado","Física","QUILMES","BUENOS AIRES","Masculino","1955","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-08","2013-05-29",1145,"QUILMES Nº 4","Buenos Aires","Nacional","2013","12","SEDAN 4 PUERTAS","08","CHEVROLET","DS","CLASSIC 4P LT PACK 1.4N","1","Privado","Física","QUILMES","BUENOS AIRES","Masculino","1986","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-20","2020-07-15",1145,"QUILMES Nº 4","Buenos Aires","Protocolo 21","2020","04","RURAL 5 PUERTAS","151","JEEP","092","RENEGADE 1.8L SPORT","1","Privado","Física","QUILMES","BUENOS AIRES","Masculino","1992","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-28","2009-05-26",1145,"QUILMES Nº 4","Buenos Aires","Protocolo 21","2009","22","SEDAN 3 PTAS","047","FORD","815","KA FLY VIRAL 1.0L","1","Privado","Física","QUILMES","BUENOS AIRES","Femenino","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-29","2005-02-18",1145,"QUILMES Nº 4","Buenos Aires","Nacional","2005","20","PICK-UP","19","FORD","SH","RANGER DC 4X4 XLT 2.8L D","1","Privado","Física","QUILMES","BUENOS AIRES","Masculino","1970","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-04","2017-10-27",1146,"MERLO Nº 2","Buenos Aires","Protocolo 21","2017","82","PICK-UP CABINA DOBLE","024","CHEVROLET","582","S10 2.8TD 4X4 LS","1","Privado","Física","LIBERTAD","BUENOS AIRES","Masculino","1960","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-05","2004-05-19",1146,"MERLO Nº 2","Buenos Aires","Nacional","2004","12","SEDAN 4 PTAS","53","VOLKSWAGEN","FW","POLO 1.9 SD(3040)31A","1","Privado","Física","LIBERTAD","BUENOS AIRES","Masculino","1986","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-05","2010-12-16",1146,"MERLO Nº 2","Buenos Aires","Importado","2010","02","SEDAN 4 PTAS","024","CHEVROLET","482","AVEO LS 1.6N MT","1","Privado","Física","CIUDAD DE LIBERTAD","BUENOS AIRES","No identificado","1968","URUGUAY",100,"06","URY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-07","2008-01-15",1146,"MERLO Nº 2","Buenos Aires","Protocolo 21","2008","22","SEDAN 3 PTAS","136","VOLKSWAGEN","274","GOL 1.6","1","Privado","Física","MERLO","BUENOS AIRES","No identificado","1983","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-08","2004-02-25",1146,"MERLO Nº 2","Buenos Aires","Protocolo 21","2004","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","274","GOL 1.6","1","Privado","Física","MERLO","BUENOS AIRES","No identificado","1980","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-01-11","1999-08-30",1146,"MERLO Nº 2","Buenos Aires","Nacional","1999","18","SEDAN 3 PTAS","53","VOLKSWAGEN","34","GOL 1.0 MI PLUS","1","Privado","Física","MERLO","BUENOS AIRES","Femenino","1944","ARGENTINA",100,"06","ARG"
